X,Y,Z,IR,RED,HeartRate,RespirationRate,SPO2,Activity,Mean HR,Mean RR,Mean SPO2
-0.1,-0.14,1.19,98618,139431,,,,5,,,
-0.55,-0.34,1.76,98509,139392,,,,5,,,
-0.07,-0.38,1.43,98615,139471,,,,5,,,
-0.16,-0.52,1.6,98566,139378,,,,5,,,
-0.12,-0.57,1.27,98578,139481,,,,5,,,
0.06,-0.31,0.96,98598,139455,,,,5,,,
0.08,-0.12,0.83,98638,139512,,,,5,,,
-0.01,-0.1,0.69,98621,139275,,,,5,,,
-0.08,-0.16,0.68,98529,139273,,,,5,,,
-0.05,-0.32,0.71,98601,139432,,,,5,,,
0.05,-0.62,0.81,98663,139441,,,,5,,,
-0.09,-0.57,1.58,98593,139465,,,,5,,,
-0.06,-0.69,1.43,98526,139487,,,,5,,,
-0.08,-0.5,1.42,98676,139537,,,,5,,,
-0.01,-0.32,1.15,98612,139560,,,,5,,,
-0.03,-0.24,0.75,98531,139441,,,,5,,,
-0.1,-0.08,0.55,98670,139631,,,,5,,,
-0.13,0.01,0.55,98654,139522,,,,5,,,
-0.08,0.03,0.41,98660,139694,,,,5,,,
-0.16,-0.14,0.87,98636,139607,,,,5,,,
-0.31,-0.17,1.07,98632,139565,,,,5,,,
-0.12,-0.31,1.43,98565,139555,,,,5,,,
-0.38,-0.47,1.32,98694,139695,,,,5,,,
0.06,-0.62,1.51,98661,139624,,,,5,,,
-0.2,-0.55,1.49,98602,139709,,,,5,,,
-0.04,-0.38,1.27,98719,139602,,,,5,,,
0,-0.33,0.83,98690,139658,,,,5,,,
0.03,-0.27,0.61,98652,139517,,,,5,,,
0.36,-0.51,0.4,98590,139615,,,,5,,,
0.12,-0.63,0.99,98694,139721,,,,5,,,
0.1,-0.59,1.26,98669,139549,,,,5,,,
-0.07,-0.49,1.42,98633,139550,,,,5,,,
-0.1,-0.46,1.14,98729,139584,,,,5,,,
-0.03,-0.32,0.9,98655,139612,,,,5,,,
-0.03,-0.11,0.84,98668,139635,,,,5,,,
-0.09,-0.04,0.69,98666,139546,,,,5,,,
-0.09,-0.08,0.54,98659,139562,,,,5,,,
-0.21,-0.14,0.89,98603,139557,,,,5,,,
-0.25,-0.18,1.26,98651,139665,,,,5,,,
-0.27,-0.14,1.43,98714,139686,,,,5,,,
-0.05,-0.2,1.24,98644,139506,,,,5,,,
0.17,-0.27,1.17,98548,139464,,,,5,,,
-0.27,-0.36,1.53,98617,139571,,,,5,,,
-0.07,-0.25,1.23,98652,139647,,,,5,,,
0.21,-0.16,0.62,98660,139531,,,,5,,,
0.18,-0.12,0.46,98534,139523,,,,5,,,
0.05,-0.2,0.55,98728,139581,,,,5,,,
-0.15,-0.51,0.76,98628,139345,,,,5,,,
0.06,-0.62,0.76,98626,139645,,,,5,,,
0.12,-0.56,1.07,98637,139514,,,,5,,,
0.17,-0.64,1.05,98623,139523,,,,5,,,
0.1,-0.3,1.35,98691,139532,,,,5,,,
0,-0.25,1.14,98631,139571,,,,5,,,
0.06,-0.19,0.8,98588,139521,,,,5,,,
0.02,0.05,0.59,98714,139564,,,,5,,,
-0.13,0.12,0.54,98641,139497,,,,5,,,
-0.2,0.03,0.56,98639,139591,,,,5,,,
-0.26,-0.03,0.76,98610,139393,,,,5,,,
-0.18,-0.03,1.13,98533,139395,,,,5,,,
-0.37,-0.15,1.64,98571,139375,,,,5,,,
-0.34,-0.3,1.58,98587,139322,,,,5,,,
-0.04,-0.25,1.38,98547,139513,,,,5,,,
-0.14,-0.3,1.39,98637,139666,,,,5,,,
-0.07,-0.28,1.12,98632,139569,,,,5,,,
0.06,-0.22,0.75,98627,139563,,,,5,,,
0.03,-0.27,0.56,98616,139581,,,,5,,,
0.06,-0.29,0.59,98663,139714,,,,5,,,
-0.06,-0.42,0.91,98654,139620,,,,5,,,
0.03,-0.53,1.27,98693,139682,,,,5,,,
-0.12,-0.63,1.55,98617,139677,,,,5,,,
0,-0.48,1.31,98656,139673,,,,5,,,
0.12,-0.29,1,98646,139483,,,,5,,,
0.07,-0.14,0.78,98591,139526,,,,5,,,
0.01,-0.1,0.52,98597,139486,,,,5,,,
-0.04,-0.07,0.36,98568,139578,,,,5,,,
-0.22,-0.07,0.63,98645,139673,,,,5,,,
-0.34,-0.16,0.97,98704,139742,,,,5,,,
-0.28,-0.24,1,98646,139575,,,,5,,,
-0.05,-0.15,1.01,98578,139603,,,,5,,,
-0.18,-0.29,1.51,98635,139684,,,,5,,,
-0.35,-0.44,1.54,98622,139608,,,,5,,,
-0.05,-0.44,1.27,98623,139696,,,,5,,,
-0.08,-0.36,1.27,98653,139620,,,,5,,,
0.02,-0.21,1.03,98602,139554,,,,5,,,
0.1,-0.14,0.65,98489,139507,,,,5,,,
0.15,-0.08,0.47,98597,139361,,,,5,,,
0.09,-0.13,0.49,98523,139345,,,,5,,,
-0.13,-0.32,0.74,98501,139356,,,,5,,,
-0.12,-0.43,1.04,98509,139488,,,,5,,,
-0.02,-0.58,1.27,98532,139598,,,,5,,,
-0.09,-0.47,1.55,98541,139427,,,,5,,,
-0.03,-0.39,1.41,98551,139488,,,,5,,,
-0.11,-0.34,1.17,98548,139569,,,,5,,,
-0.08,-0.22,0.83,98538,139461,,,,5,,,
-0.1,-0.04,0.57,98476,139437,,,,5,,,
-0.14,0.01,0.39,98542,139425,,,,5,,,
-0.2,-0.04,0.43,98548,139665,,,,5,,,
-0.07,-0.02,0.76,98572,139430,,,,5,,,
-0.18,-0.21,1.02,98582,139520,,,,5,,,
-0.3,-0.32,1.66,98674,139466,,,,5,,,
-0.52,-0.36,1.53,98618,139472,,,,5,,,
-0.06,-0.29,1.16,98623,139406,,,,5,,,
-0.04,-0.31,1.2,98593,139490,,,,5,,,
-0.2,-0.33,0.11,98549,139470,,,,5,,,
0.1,-0.25,0.83,98677,139539,,,,5,,,
0.1,-0.32,0.98,98619,139667,,,,5,,,
-0.04,-0.56,1.43,98679,139910,,,,5,,,
-0.23,-0.47,1.71,98849,139997,,,,5,,,
-0.18,-0.33,1.4,98726,140067,,,,5,,,
-0.08,-0.28,1.06,98762,139821,,,,5,,,
-0.07,-0.22,0.93,98746,139597,,,,5,,,
-0.02,-0.02,0.57,98672,139665,,,,5,,,
0.02,-0.01,0.39,98607,139531,,,,5,,,
-0.19,-0.04,0.39,98602,139509,,,,5,,,
-0.13,0.04,0.78,98598,139613,,,,5,,,
-0.33,-0.25,1.29,98626,139601,,,,5,,,
-0.43,-0.27,1.65,98554,139572,,,,5,,,
-0.14,-0.19,1.52,98584,139500,,,,5,,,
-0.05,-0.36,1.27,98601,139550,,,,5,,,
0.12,-0.41,0.94,98598,139522,,,,5,,,
0.12,-0.34,0.8,98596,139584,,,,5,,,
0.19,-0.29,0.56,98596,139649,,,,5,,,
0.12,-0.31,0.35,98598,139581,,,,5,,,
0.05,-0.28,0.47,98514,139666,,,,5,,,
0.04,-0.36,0.82,98639,139673,,,,5,,,
-0.14,-0.59,1.57,98584,139599,,,,5,,,
-0.34,-0.49,1.92,98570,139663,,,,5,,,
-0.17,-0.37,1.54,98537,139338,,,,5,,,
0,-0.31,0.97,98493,139394,,,,5,,,
0.04,-0.23,0.67,98575,139379,,,,5,,,
0.02,-0.09,0.45,98608,139713,,,,5,,,
-0.09,0.01,0.42,98718,139916,,,,5,,,
-0.18,0.01,0.54,98705,139649,,,,5,,,
-0.13,0.02,0.78,98682,139635,,,,5,,,
-0.16,-0.18,1.06,98588,139581,,,,5,,,
-0.55,-0.34,1.71,98561,139500,,,,5,,,
-0.43,-0.12,1.79,98555,139453,,,,5,,,
-0.15,-0.05,1.46,98556,139294,,,,5,,,
-0.1,-0.22,1.11,98555,139518,,,,5,,,
0.09,-0.23,0.8,98618,139465,,,,5,,,
0.12,-0.18,0.6,98649,139488,,,,5,,,
0.13,-0.16,0.46,98548,139490,,,,5,,,
0.16,-0.16,0.54,98553,139508,,,,5,,,
0.01,-0.31,0.88,98574,139403,,,,5,,,
-0.04,-0.47,1.24,98526,139443,,,,5,,,
-0.12,-0.68,1.59,98613,139516,,,,5,,,
-0.04,-0.53,1.57,98556,139472,,,,5,,,
0.02,-0.47,1.25,98576,139355,,,,5,,,
0.03,-0.24,1.02,98578,139602,,,,5,,,
0.04,-0.17,0.64,98563,139487,,,,5,,,
-0.11,-0.06,0.52,98592,139458,,,,5,,,
-0.21,0,0.55,98671,139555,,,,5,,,
-0.34,-0.13,0.6,98597,139492,,,,5,,,
-0.08,-0.05,0.74,98595,139425,,,,5,,,
-0.14,-0.12,1.07,98538,139391,,,,5,,,
0.05,-0.19,1.41,98638,139415,,,,5,,,
-0.21,-0.42,1.49,98585,139389,,,,5,,,
0.18,-0.48,1.16,98582,139483,,,,5,,,
0.04,-0.43,1.31,98657,139422,,,,5,,,
0.07,-0.32,1.17,98535,139418,,,,5,,,
0.13,-0.29,0.81,98576,139532,,,,5,,,
0.11,-0.29,0.59,98605,139519,,,,5,,,
0.09,-0.27,0.63,98612,139422,,,,5,,,
-0.01,-0.28,0.83,98590,139498,,,,5,,,
-0.07,-0.36,1.09,98621,139534,,,,5,,,
0.13,-0.66,1.01,98659,139528,,,,5,,,
-0.26,-0.72,1.57,98622,139603,,,,5,,,
-0.17,-0.56,1.54,98674,139531,,,,5,,,
-0.16,-0.34,1.25,98625,139558,,,,5,,,
-0.02,-0.16,0.78,98546,139377,,,,5,,,
0.03,-0.07,0.46,98626,139623,,,,5,,,
-0.09,0,0.42,98653,139593,,,,5,,,
-0.31,-0.01,0.49,98562,139443,,,,5,,,
-0.09,0.01,0.27,98579,139419,,,,5,,,
-0.17,-0.05,0.77,98641,139392,,,,5,,,
-0.1,-0.14,1.19,98581,139400,,,,5,,,
-0.55,-0.34,1.76,98557,139396,,,,5,,,
-0.07,-0.38,1.43,98647,139429,,,,5,,,
-0.16,-0.52,1.6,98603,139509,,,,5,,,
-0.12,-0.57,1.27,98617,139582,,,,5,,,
0.06,-0.31,0.96,98628,139598,,,,5,,,
0.08,-0.12,0.83,98639,139640,,,,5,,,
-0.01,-0.1,0.69,98638,139608,,,,5,,,
-0.08,-0.16,0.68,98643,139566,,,,5,,,
-0.05,-0.32,0.71,98688,139537,,,,5,,,
0.05,-0.62,0.81,98606,139515,,,,5,,,
-0.09,-0.57,1.58,98529,139326,,,,5,,,
-0.06,-0.69,1.43,98626,139519,,,,5,,,
-0.08,-0.5,1.42,98640,139334,,,,5,,,
-0.01,-0.32,1.15,98501,139289,,,,5,,,
-0.03,-0.24,0.75,98503,139401,,,,5,,,
-0.1,-0.08,0.55,98544,139379,,,,5,,,
-0.13,0.01,0.55,98609,139711,,,,5,,,
-0.08,0.03,0.41,98730,139870,,,,5,,,
-0.16,-0.14,0.87,98719,139750,,,,5,,,
-0.31,-0.17,1.07,98618,139662,,,,5,,,
-0.12,-0.31,1.43,98659,139552,,,,5,,,
-0.38,-0.47,1.32,98706,139699,,,,5,,,
0.06,-0.62,1.51,98648,139566,,,,5,,,
-0.2,-0.55,1.49,98630,139569,,,,5,,,
-0.04,-0.38,1.27,98618,139431,,,,5,,,
0,-0.33,0.83,98509,139392,,,,5,,,
0.03,-0.27,0.61,98615,139471,,,,5,,,
0.36,-0.51,0.4,98566,139378,,,,5,,,
0.12,-0.63,0.99,98578,139481,,,,5,,,
0.1,-0.59,1.26,98598,139455,,,,5,,,
-0.07,-0.49,1.42,98638,139512,,,,5,,,
-0.1,-0.46,1.14,98621,139275,,,,5,,,
-0.03,-0.32,0.9,98529,139273,,,,5,,,
-0.03,-0.11,0.84,98601,139432,,,,5,,,
-0.09,-0.04,0.69,98663,139441,,,,5,,,
-0.09,-0.08,0.54,98593,139465,,,,5,,,
-0.21,-0.14,0.89,98526,139487,,,,5,,,
-0.25,-0.18,1.26,98676,139537,,,,5,,,
-0.27,-0.14,1.43,98612,139560,,,,5,,,
-0.05,-0.2,1.24,98531,139441,,,,5,,,
0.17,-0.27,1.17,98670,139631,,,,5,,,
-0.27,-0.36,1.53,98654,139522,,,,5,,,
-0.07,-0.25,1.23,98660,139694,,,,5,,,
0.21,-0.16,0.62,98636,139607,,,,5,,,
0.18,-0.12,0.46,98632,139565,,,,5,,,
0.05,-0.2,0.55,98565,139555,,,,5,,,
-0.15,-0.51,0.76,98694,139695,,,,5,,,
0.06,-0.62,0.76,98661,139624,,,,5,,,
0.12,-0.56,1.07,98602,139709,,,,5,,,
0.17,-0.64,1.05,98719,139602,,,,5,,,
0.1,-0.3,1.35,98690,139658,,,,5,,,
0,-0.25,1.14,98652,139517,,,,5,,,
0.06,-0.19,0.8,98590,139615,,,,5,,,
0.02,0.05,0.59,98694,139721,,,,5,,,
-0.13,0.12,0.54,98669,139549,,,,5,,,
-0.2,0.03,0.56,98633,139550,,,,5,,,
-0.26,-0.03,0.76,98729,139584,,,,5,,,
-0.18,-0.03,1.13,98655,139612,,,,5,,,
-0.37,-0.15,1.64,98668,139635,,,,5,,,
-0.34,-0.3,1.58,98666,139546,,,,5,,,
-0.04,-0.25,1.38,98659,139562,,,,5,,,
-0.14,-0.3,1.39,98603,139557,,,,5,,,
-0.07,-0.28,1.12,98651,139665,,,,5,,,
0.06,-0.22,0.75,98714,139686,,,,5,,,
0.03,-0.27,0.56,98644,139506,,,,5,,,
0.06,-0.29,0.59,98548,139464,,,,5,,,
-0.06,-0.42,0.91,98617,139571,,,,5,,,
0.03,-0.53,1.27,98652,139647,,,,5,,,
-0.12,-0.63,1.55,98660,139531,,,,5,,,
0,-0.48,1.31,98534,139523,,,,5,,,
0.12,-0.29,1,98728,139581,,,,5,,,
0.07,-0.14,0.78,98628,139345,,,,5,,,
0.01,-0.1,0.52,98626,139645,,,,5,,,
-0.04,-0.07,0.36,98637,139514,,,,5,,,
-0.22,-0.07,0.63,98623,139523,,,,5,,,
-0.34,-0.16,0.97,98691,139532,,,,5,,,
-0.28,-0.24,1,98631,139571,,,,5,,,
-0.05,-0.15,1.01,98588,139521,,,,5,,,
-0.18,-0.29,1.51,98714,139564,,,,5,,,
-0.35,-0.44,1.54,98641,139497,,,,5,,,
-0.05,-0.44,1.27,98639,139591,,,,5,,,
-0.08,-0.36,1.27,98610,139393,,,,5,,,
0.02,-0.21,1.03,98533,139395,,,,5,,,
0.1,-0.14,0.65,98571,139375,,,,5,,,
0.15,-0.08,0.47,98587,139322,,,,5,,,
0.09,-0.13,0.49,98547,139513,,,,5,,,
-0.13,-0.32,0.74,98637,139666,,,,5,,,
-0.12,-0.43,1.04,98632,139569,,,,5,,,
-0.02,-0.58,1.27,98627,139563,,,,5,,,
-0.09,-0.47,1.55,98616,139581,,,,5,,,
-0.03,-0.39,1.41,98663,139714,,,,5,,,
-0.11,-0.34,1.17,98654,139620,,,,5,,,
-0.08,-0.22,0.83,98693,139682,,,,5,,,
-0.1,-0.04,0.57,98617,139677,,,,5,,,
-0.14,0.01,0.39,98656,139673,,,,5,,,
-0.2,-0.04,0.43,98646,139483,,,,5,,,
-0.07,-0.02,0.76,98591,139526,,,,5,,,
-0.18,-0.21,1.02,98597,139486,,,,5,,,
-0.3,-0.32,1.66,98568,139578,,,,5,,,
-0.52,-0.36,1.53,98645,139673,,,,5,,,
-0.06,-0.29,1.16,98704,139742,,,,5,,,
-0.04,-0.31,1.2,98646,139575,,,,5,,,
-0.2,-0.33,-0.14,98578,139603,,,,5,,,
0.1,-0.36,1.09,98635,139684,,,,5,,,
0.23,-0.34,0.7,98622,139608,,,,5,,,
0.13,-0.32,0.66,98623,139696,,,,5,,,
-0.05,-0.37,0.62,98653,139620,,,,5,,,
-0.02,-0.33,0.63,98602,139554,,,,5,,,
-0.05,-0.35,0.79,98489,139507,,,,5,,,
0.09,-0.53,0.96,98597,139361,,,,5,,,
-0.23,-0.49,1.54,98523,139345,,,,5,,,
-0.04,-0.43,1.35,98501,139356,,,,5,,,
-0.12,-0.36,1.26,98509,139488,,,,5,,,
-0.12,-0.31,0.98,98532,139598,,,,5,,,
-0.1,-0.18,0.72,98541,139427,,,,5,,,
-0.12,-0.09,0.64,98551,139488,,,,5,,,
-0.16,-0.05,0.6,98548,139569,,,,5,,,
-0.12,0.02,0.64,98538,139461,,,,5,,,
-0.3,-0.2,0.92,98476,139437,,,,5,,,
-0.15,-0.31,0.98,98542,139425,,,,5,,,
-0.22,-0.4,1.17,98548,139665,,,,5,,,
0.03,-0.31,1.55,98560,139495,,,,5,,,
-0.14,-0.28,1.57,98592,139412,,,,5,,,
-0.16,-0.32,0.95,98510,139455,,,,5,,,
0.12,-0.23,0.72,98497,139483,,,,5,,,
0.17,-0.31,0.64,98598,139466,,,,5,,,
0.06,-0.36,0.66,98512,139569,,,,5,,,
0.06,-0.4,0.73,98584,139503,,,,5,,,
0.15,-0.52,0.82,98589,139710,,,,5,,,
-0.15,-0.58,1.41,98628,139604,,,,5,,,
-0.23,-0.53,1.58,98610,139763,,,,5,,,
-0.29,-0.33,1.55,98689,139823,,,,5,,,
-0.13,-0.14,1.16,98604,139682,,,,5,,,
-0.05,-0.06,0.78,98591,139491,,,,5,,,
0.14,0.11,0.6,98525,139600,,,,5,,,
-0.32,-0.14,0.77,98570,139489,,,,5,,,
-0.16,-0.01,0.85,98498,139495,,,,5,,,
-0.01,0,0.86,98610,139582,,,,5,,,
-0.33,-0.34,1.11,98581,139640,,,,5,,,
-0.31,-0.35,1.16,98595,139530,,,,5,,,
-0.16,-0.28,1.05,98595,139670,,,,5,,,
-0.26,-0.3,1.2,98539,139654,,,,5,,,
0,-0.19,1.04,98585,139604,,,,5,,,
0.11,-0.32,0.63,98524,139569,,,,5,,,
0.13,-0.3,0.59,98632,13965498572,,,,5,,,
0.04,-0.22,0.84,98582,139520,,,,5,,,
-0.15,-0.2,1.1,98674,139466,,,,5,,,
0.03,-0.17,0.97,98618,139472,,,,5,,,
0.11,-0.41,1.02,98623,139406,,,,5,,,
-0.38,-0.57,1.62,98593,139490,,,,5,,,
-0.12,-0.47,1.4,98549,139470,,,,5,,,
-0.2,-0.34,1.31,98677,139539,,,,5,,,
-0.16,-0.23,0.97,98619,139667,,,,5,,,
-0.16,-0.12,0.73,98679,139910,,,,5,,,
-0.18,-0.07,0.58,98849,139997,,,,5,,,
-0.26,-0.03,0.61,98726,140067,,,,5,,,
-0.24,0.06,0.56,98762,139821,,,,5,,,
-0.33,0.01,0.89,98746,139597,,,,5,,,
-0.25,-0.15,1.18,98672,139665,,,,5,,,
-0.57,-0.43,1.49,98607,139531,,,,5,,,
-0.07,-0.38,1.06,98602,139509,,,,5,,,
-0.01,-0.28,1.14,98598,139613,,,,5,,,
-0.04,-0.36,1.09,98626,139601,,,,5,,,
0.01,-0.36,0.84,98554,139572,,,,5,,,
0.1,-0.27,0.67,98584,139500,,,,5,,,
0.01,-0.39,0.67,98601,139550,,,,5,,,
0.12,-0.38,0.76,98598,139522,,,,5,,,
-0.02,-0.48,1.05,98596,139584,,,,5,,,
-0.03,-0.72,1.12,98596,139649,,,,5,,,
-0.4,-0.64,1.73,98598,139581,,,,5,,,
-0.26,-0.48,1.41,98514,139666,,,,5,,,
-0.21,-0.23,1.22,98639,139673,,,,5,,,
-0.11,-0.2,0.78,98584,139599,,,,5,,,
-0.06,-0.15,0.48,98570,139663,,,,5,,,
-0.06,-0.01,0.42,98537,139338,,,,5,,,
-0.21,-0.03,0.51,98493,139394,,,,5,,,
-0.18,-0.02,0.56,98575,139379,,,,5,,,
-0.26,-0.11,1,98608,139713,,,,5,,,
-0.27,-0.28,1.21,98718,139916,,,,5,,,
-0.47,-0.39,1.51,98705,139649,,,,5,,,
-0.23,-0.33,1.26,98682,139635,,,,5,,,
0.13,-0.14,1.09,98588,139581,,,,5,,,
-0.1,-0.28,1.21,98561,139500,,,,5,,,
-0.13,-0.34,0.98,98555,139453,,,,5,,,
-0.02,-0.25,0.69,98556,139294,,,,5,,,
-0.07,-0.19,0.84,98555,139518,,,,5,,,
-0.2,-0.37,0.96,98618,139465,,,,5,,,
-0.04,-0.4,0.99,98649,139488,,,,5,,,
-0.02,-0.67,0.99,98548,139490,,,,5,,,
-0.23,-0.8,1.41,98553,139508,,,,5,,,
-0.16,-0.59,1.4,98574,139403,,,,5,,,
-0.05,-0.34,1.25,98526,139443,,,,5,,,
-0.12,-0.32,0.95,98613,139516,,,,5,,,
-0.1,-0.23,0.61,98556,139472,,,,5,,,
-0.04,-0.03,0.5,98576,139355,,,,5,,,
-0.11,0.01,0.5,98578,139602,,,,5,,,
-0.24,-0.12,0.64,98563,139487,,,,5,,,
-0.22,-0.13,0.94,98592,139458,,,,5,,,
-0.08,-0.22,1.02,98671,139555,,,,5,,,
-0.4,-0.43,1.38,98597,139492,,,,5,,,
-0.1,-0.35,1.11,98595,139425,,,,5,,,
0.12,-0.25,1.07,98538,139391,,,,5,,,
-0.14,-0.29,1.44,98638,139415,,,,5,,,
0.1,-0.36,1.09,98585,139389,,,,5,,,
0.23,-0.34,0.7,98582,139483,,,,5,,,
0.13,-0.32,0.66,98657,139422,,,,5,,,
-0.05,-0.37,0.62,98535,139418,,,,5,,,
-0.02,-0.33,0.63,98576,139532,,,,5,,,
-0.05,-0.35,0.79,98605,139519,,,,5,,,
0.09,-0.53,0.96,98612,139422,,,,5,,,
-0.23,-0.49,1.54,98590,139498,,,,5,,,
-0.04,-0.43,1.35,98621,139534,,,,5,,,
-0.12,-0.36,1.26,98659,139528,,,,5,,,
-0.12,-0.31,0.98,98622,139603,,,,5,,,
-0.1,-0.18,0.72,98674,139531,,,,5,,,
-0.12,-0.09,0.64,98625,139558,,,,5,,,
-0.16,-0.05,0.6,98546,139377,,,,5,,,
-0.12,0.02,0.64,98626,139623,,,,5,,,
-0.3,-0.2,0.92,98653,139593,,,,5,,,
-0.15,-0.31,0.98,98562,139443,,,,5,,,
-0.22,-0.4,1.17,98579,139419,,,,5,,,
0.03,-0.31,1.55,98641,139392,,,,5,,,
-0.14,-0.28,1.57,98581,139400,,,,5,,,
-0.16,-0.32,0.95,98557,139396,,,,5,,,
0.12,-0.23,0.72,98647,139429,,,,5,,,
0.17,-0.31,0.64,98603,139509,,,,5,,,
0.06,-0.36,0.66,98617,139582,,,,5,,,
0.06,-0.4,0.73,98628,139598,,,,5,,,
0.15,-0.52,0.82,98639,139640,,,,5,,,
-0.15,-0.58,1.41,98638,139608,,,,5,,,
-0.23,-0.53,1.58,98643,139566,,,,5,,,
-0.29,-0.33,1.55,98688,139537,,,,5,,,
-0.13,-0.14,1.16,98606,139515,,,,5,,,
-0.05,-0.06,0.78,98529,139326,,,,5,,,
0.14,0.11,0.6,98626,139519,,,,5,,,
-0.32,-0.14,0.77,98640,139334,,,,5,,,
-0.16,-0.01,0.85,98501,139289,,,,5,,,
-0.01,0,0.86,98503,139401,,,,5,,,
-0.33,-0.34,1.11,98544,139379,,,,5,,,
-0.31,-0.35,1.16,98609,139711,,,,5,,,
-0.16,-0.28,1.05,98730,139870,,,,5,,,
-0.26,-0.3,1.2,98719,139750,,,,5,,,
0,-0.19,1.04,98618,139662,,,,5,,,
0.11,-0.32,0.63,98659,139552,,,,5,,,
0.13,-0.3,0.59,98706,139699,,,,5,,,
0.04,-0.22,0.84,98648,139566,,,,5,,,
-0.15,-0.2,1.1,98630,139569,,,,5,,,
0.03,-0.17,0.97,98618,139431,,,,5,,,
0.11,-0.41,1.02,98509,139392,,,,5,,,
-0.38,-0.57,1.62,98615,139471,,,,5,,,
-0.12,-0.47,1.4,98566,139378,,,,5,,,
-0.2,-0.34,1.31,98578,139481,,,,5,,,
-0.16,-0.23,0.97,98598,139455,,,,5,,,
-0.16,-0.12,0.73,98638,139512,,,,5,,,
-0.18,-0.07,0.58,98621,139275,,,,5,,,
-0.26,-0.03,0.61,98529,139273,,,,5,,,
-0.24,0.06,0.56,98601,139432,,,,5,,,
-0.33,0.01,0.89,98663,139441,,,,5,,,
-0.25,-0.15,1.18,98593,139465,,,,5,,,
-0.57,-0.43,1.49,98526,139487,,,,5,,,
-0.07,-0.38,1.06,98676,139537,,,,5,,,
-0.01,-0.28,1.14,98612,139560,,,,5,,,
-0.04,-0.36,1.09,98531,139441,,,,5,,,
0.01,-0.36,0.84,98670,139631,,,,5,,,
0.1,-0.27,0.67,98654,139522,,,,5,,,
0.01,-0.39,0.67,98660,139694,,,,5,,,
0.12,-0.38,0.76,98636,139607,,,,5,,,
-0.02,-0.48,1.05,98632,139565,,,,5,,,
-0.03,-0.72,1.12,98565,139555,,,,5,,,
-0.4,-0.64,1.73,98694,139695,,,,5,,,
-0.26,-0.48,1.41,98661,139624,,,,5,,,
-0.21,-0.23,1.22,98602,139709,,,,5,,,
-0.11,-0.2,0.78,98719,139602,,,,5,,,
-0.06,-0.15,0.48,98690,139658,,,,5,,,
-0.06,-0.01,0.42,98652,139517,,,,5,,,
-0.21,-0.03,0.51,98590,139615,,,,5,,,
-0.18,-0.02,0.56,98694,139721,,,,5,,,
-0.26,-0.11,1,98669,139549,,,,5,,,
-0.27,-0.28,1.21,98633,139550,,,,5,,,
-0.47,-0.39,1.51,98729,139584,,,,5,,,
-0.23,-0.33,1.26,98655,139612,,,,5,,,
0.13,-0.14,1.09,98668,139635,,,,5,,,
-0.1,-0.28,1.21,98666,139546,,,,5,,,
-0.13,-0.34,0.98,98659,139562,,,,5,,,
-0.02,-0.25,0.69,98603,139557,,,,5,,,
-0.07,-0.19,0.84,98651,139665,,,,5,,,
-0.2,-0.37,0.96,98714,139686,,,,5,,,
-0.04,-0.4,0.99,98644,139506,,,,5,,,
-0.02,-0.67,0.99,98548,139464,,,,5,,,
-0.23,-0.8,1.41,98617,139571,,,,5,,,
-0.16,-0.59,1.4,98652,139647,,,,5,,,
-0.05,-0.34,1.25,98660,139531,,,,5,,,
-0.12,-0.32,0.95,98534,139523,,,,5,,,
-0.1,-0.23,0.61,98728,139581,,,,5,,,
-0.04,-0.03,0.5,98628,139345,,,,5,,,
-0.11,0.01,0.5,98626,139645,,,,5,,,
-0.24,-0.12,0.64,98637,139514,,,,5,,,
-0.22,-0.13,0.94,98623,139523,,,,5,,,
-0.08,-0.22,1.02,98691,139532,,,,5,,,
-0.4,-0.43,1.38,98631,139571,,,,5,,,
-0.1,-0.35,1.11,98588,139521,,,,5,,,
0.12,-0.25,1.07,98714,139564,,,,5,,,
0.08,-0.22,0.66,98641,139497,,,,5,,,
-0.01,-0.26,0.66,98639,139591,,,,5,,,
-0.07,-0.34,0.91,98610,139393,,,,5,,,
-0.12,-0.55,0.93,98533,139395,,,,5,,,
0,-0.66,1.19,98571,139375,,,,5,,,
-0.02,-0.61,1.57,98587,139322,,,,5,,,
-0.26,-0.55,1.27,98547,139513,,,,5,,,
-0.12,-0.34,1.05,98637,139666,,,,5,,,
-0.04,-0.22,0.64,98632,139569,,,,5,,,
0,-0.08,0.44,98627,139563,,,,5,,,
0.02,-0.05,0.4,98616,139581,,,,5,,,
-0.18,-0.02,0.4,98663,139714,,,,5,,,
-0.21,-0.02,0.7,98654,139620,,,,5,,,
-0.32,-0.26,0.99,98693,139682,,,,5,,,
-0.31,-0.34,1.37,98617,139677,,,,5,,,
-0.48,-0.46,1.51,98656,139673,,,,5,,,
-0.13,-0.39,1.22,98646,139483,,,,5,,,
-0.24,-0.44,1.33,98591,139526,,,,5,,,
-0.15,-0.41,1.02,98597,139486,,,,5,,,
0.1,-0.24,0.65,98568,139578,,,,5,,,
0.1,-0.21,0.54,98645,139673,,,,5,,,
0.08,-0.22,0.54,98704,139742,,,,5,,,
-0.08,-0.32,0.93,98646,139575,,,,5,,,
-0.01,-0.56,1.12,98578,139603,,,,5,,,
-0.13,-0.72,1.59,98635,139684,,,,5,,,
-0.16,-0.63,1.56,98622,139608,,,,5,,,
-0.12,-0.55,1.32,98623,139696,,,,5,,,
