Time Period,IR,RED
266.84,98621,139534
266.86,98659,139528
266.88,98622,139603
266.9,98674,139531
266.92,98625,139558
266.94,98546,139377
266.96,98626,139623
266.98,98653,139593
267,98562,139443
267.02,98579,139419
267.04,98641,139392
267.06,98581,139400
267.08,98557,139396
267.1,98647,139429
267.12,98603,139509
267.14,98617,139582
267.16,98628,139598
267.18,98639,139640
267.2,98638,139608
267.22,98643,139566
267.24,98688,139537
267.26,98606,139515
267.28,98529,139326
267.3,98626,139519
267.32,98640,139334
267.34,98501,139289
267.36,98503,139401
267.38,98544,139379
267.4,98609,139711
267.42,98730,139870
267.44,98719,139750
267.46,98618,139662
267.48,98659,139552
267.5,98572,139430
267.52,98582,139520
267.54,98674,139466
267.56,98618,139472
267.58,98623,139406
267.6,98593,139490
267.62,98549,139470
267.64,98677,139539
267.66,98619,139667
267.68,98679,139910
267.7,98849,139997
267.72,98726,140067
267.74,98762,139821
267.76,98746,139597
267.78,98672,139665
267.8,98607,139531
267.82,98602,139509
267.84,98598,139613
267.86,98626,139601
267.88,98554,139572
267.9,98584,139500
267.92,98601,139550
267.94,98598,139522
267.96,98596,139584
267.98,98596,139649
268,98598,139581
268.02,98514,139666
268.04,98639,139673
268.06,98584,139599
268.08,98570,139663
268.1,98537,139338
268.12,98493,139394
268.14,98575,139379
268.16,98608,139713
268.18,98718,139916
268.2,98705,139649
268.22,98682,139635
268.24,98588,139581
268.26,98561,139500
268.28,98555,139453
268.3,98556,139294
268.32,98555,139518
268.34,98618,139465
268.36,98649,139488
268.38,98548,139490
268.4,98553,139508
268.42,98574,139403
268.44,98526,139443
268.46,98613,139516
268.48,98556,139472
268.5,98576,139355
268.52,98578,139602
268.54,98563,139487
268.56,98592,139458
268.58,98671,139555
268.6,98597,139492
268.62,98595,139425
268.64,98538,139391
268.66,98638,139415
268.68,98585,139389
268.7,98582,139483
268.72,98657,139422
268.74,98535,139418
268.76,98576,139532
268.78,98605,139519
268.8,98612,139422
268.82,98590,139498
268.84,98621,139534
268.86,98659,139528
268.88,98622,139603
268.9,98674,139531
268.92,98625,139558
268.94,98546,139377
268.96,98626,139623
268.98,98653,139593
269,98562,139443
269.02,98579,139419
269.04,98641,139392
269.06,98581,139400
269.08,98557,139396
269.1,98647,139429
269.12,98603,139509
269.14,98617,139582
269.16,98628,139598
269.18,98639,139640
269.2,98638,139608
269.22,98643,139566
269.24,98688,139537
269.26,98606,139515
269.28,98529,139326
269.3,98626,139519
269.32,98640,139334
269.34,98501,139289
269.36,98503,139401
269.38,98544,139379
269.4,98609,139711
269.42,98730,139870
269.44,98719,139750
269.46,98618,139662
269.48,98659,139552
269.5,98706,139699
269.52,98648,139566
269.54,98630,139569
269.56,98618,139431
269.58,98509,139392
269.6,98615,139471
269.62,98566,139378
269.64,98578,139481
269.66,98598,139455
269.68,98638,139512
269.7,98621,139275
269.72,98529,139273
269.74,98601,139432
269.76,98663,139441
269.78,98593,139465
269.8,98526,139487
269.82,98676,139537
269.84,98612,139560
269.86,98531,139441
269.88,98670,139631
269.9,98654,139522
269.92,98660,139694
269.94,98636,139607
269.96,98632,139565
269.98,98565,139555
270,98694,139695
270.02,98661,139624
270.04,98602,139709
270.06,98719,139602
270.08,98690,139658
270.1,98652,139517
270.12,98590,139615
270.14,98694,139721
270.16,98669,139549
270.18,98633,139550
270.2,98729,139584
270.22,98655,139612
270.24,98668,139635
270.26,98666,139546
270.28,98659,139562
270.3,98603,139557
270.32,98651,139665
270.34,98714,139686
270.36,98644,139506
270.38,98548,139464
270.4,98617,139571
270.42,98652,139647
270.44,98660,139531
270.46,98534,139523
270.48,98728,139581
270.5,98628,139345
270.52,98626,139645
270.54,98637,139514
270.56,98623,139523
270.58,98691,139532
270.6,98631,139571
270.62,98588,139521
270.64,98714,139564
270.66,98641,139497
270.68,98639,139591
270.7,98610,139393
270.72,98533,139395
270.74,98571,139375
270.76,98587,139322
270.78,98547,139513
270.8,98637,139666
270.82,98632,139569
270.84,98627,139563
270.86,98616,139581
270.88,98663,139714
270.9,98654,139620
270.92,98693,139682
270.94,98617,139677
270.96,98656,139673
270.98,98646,139483
271,98591,139526
271.02,98597,139486
271.04,98568,139578
271.06,98645,139673
271.08,98704,139742
271.1,98646,139575
271.12,98578,139603
271.14,98635,139684
271.16,98622,139608
271.18,98623,139696
271.2,98653,139620
271.22,98602,139554
271.24,98489,139507
271.26,98597,139361
271.28,98523,139345
271.3,98501,139356
271.32,98509,139488
271.34,98532,139598
271.36,98541,139427
271.38,98551,139488
271.4,98548,139569
271.42,98538,139461
271.44,98476,139437
271.46,98542,139425
271.48,98548,139665
271.5,98572,139430
271.52,98582,139520
271.54,98674,139466
271.56,98618,139472
271.58,98623,139406
271.6,98593,139490
271.62,98549,139470
271.64,98677,139539
271.66,98619,139667
271.68,98679,139910
271.7,98849,139997
271.72,98726,140067
271.74,98762,139821
271.76,98746,139597
271.78,98672,139665
271.8,98607,139531
271.82,98602,139509
271.84,98598,139613
271.86,98626,139601
271.88,98554,139572
271.9,98584,139500
271.92,98601,139550
271.94,98598,139522
271.96,98596,139584
271.98,98596,139649
272,98598,139581
272.02,98514,139666
272.04,98639,139673
272.06,98584,139599
272.08,98570,139663
272.1,98537,139338
272.12,98493,139394
272.14,98575,139379
272.16,98608,139713
272.18,98718,139916
272.2,98705,139649
272.22,98682,139635
272.24,98588,139581
272.26,98561,139500
272.28,98555,139453
272.3,98556,139294
272.32,98555,139518
272.34,98618,139465
272.36,98649,139488
272.38,98548,139490
272.4,98553,139508
272.42,98574,139403
272.44,98526,139443
272.46,98613,139516
272.48,98556,139472
272.5,98576,139355
272.52,98578,139602
272.54,98563,139487
272.56,98592,139458
272.58,98671,139555
272.6,98597,139492
272.62,98595,139425
272.64,98538,139391
272.66,98638,139415
272.68,98585,139389
272.7,98582,139483
272.72,98657,139422
272.74,98535,139418
272.76,98576,139532
272.78,98605,139519
272.8,98612,139422
272.82,98590,139498
272.84,98621,139534
272.86,98659,139528
272.88,98622,139603
272.9,98674,139531
272.92,98625,139558
272.94,98546,139377
272.96,98626,139623
272.98,98653,139593
273,98562,139443
273.02,98579,139419
273.04,98641,139392
273.06,98581,139400
273.08,98557,139396
273.1,98647,139429
273.12,98603,139509
273.14,98617,139582
273.16,98628,139598
273.18,98639,139640
273.2,98638,139608
273.22,98643,139566
273.24,98688,139537
273.26,98606,139515
273.28,98529,139326
273.3,98626,139519
273.32,98640,139334
273.34,98501,139289
273.36,98503,139401
273.38,98544,139379
273.4,98609,139711
273.42,98730,139870
273.44,98719,139750
273.46,98618,139662
273.48,98659,139552
273.5,98706,139699
273.52,98648,139566
273.54,98630,139569
273.56,98618,139431
273.58,98509,139392
273.6,98615,139471
273.62,98566,139378
273.64,98578,139481
273.66,98598,139455
273.68,98638,139512
273.7,98621,139275
273.72,98529,139273
273.74,98601,139432
273.76,98663,139441
273.78,98593,139465
273.8,98526,139487
273.82,98676,139537
273.84,98612,139560
273.86,98531,139441
273.88,98670,139631
273.9,98654,139522
273.92,98660,139694
273.94,98636,139607
273.96,98632,139565
273.98,98565,139555
274,98694,139695
274.02,98661,139624
274.04,98602,139709
274.06,98719,139602
274.08,98690,139658
274.1,98652,139517
274.12,98590,139615
274.14,98694,139721
274.16,98669,139549
274.18,98633,139550
274.2,98729,139584
274.22,98655,139612
274.24,98668,139635
274.26,98666,139546
274.28,98659,139562
274.3,98603,139557
274.32,98651,139665
274.34,98714,139686
274.36,98644,139506
274.38,98548,139464
274.4,98617,139571
274.42,98652,139647
274.44,98660,139531
274.46,98534,139523
274.48,98728,139581
274.5,98628,139345
274.52,98626,139645
274.54,98637,139514
274.56,98623,139523
274.58,98691,139532
274.6,98631,139571
274.62,98588,139521
274.64,98714,139564
274.66,98641,139497
274.68,98639,139591
274.7,98610,139393
274.72,98533,139395
274.74,98571,139375
274.76,98587,139322
274.78,98547,139513
274.8,98637,139666
274.82,98632,139569
274.84,98627,139563
274.86,98616,139581
274.88,98663,139714
274.9,98654,139620
274.92,98693,139682
274.94,98617,139677
274.96,98656,139673
274.98,98646,139483
275,98591,139526
275.02,98597,139486
275.04,98568,139578
275.06,98645,139673
275.08,98704,139742
275.1,98646,139575
275.12,98578,139603
275.14,98635,139684
275.16,98622,139608
275.18,98623,139696
275.2,98653,139620
275.22,98602,139554
275.24,98489,139507
275.26,98597,139361
275.28,98523,139345
275.3,98501,139356
275.32,98509,139488
275.34,98532,139598
275.36,98541,139427
275.38,98551,139488
275.4,98548,139569
275.42,98538,139461
275.44,98476,139437
275.46,98542,139425
275.48,98548,139665
275.5,98560,139495
275.52,98592,139412
275.54,98510,139455
275.56,98497,139483
275.58,98598,139466
275.6,98512,139569
275.62,98584,139503
275.64,98589,139710
275.66,98628,139604
275.68,98610,139763
275.7,98689,139823
275.72,98604,139682
275.74,98591,139491
275.76,98525,139600
275.78,98570,139489
275.8,98498,139495
275.82,98610,139582
275.84,98581,139640
275.86,98595,139530
275.88,98595,139670
275.9,98539,139654
275.92,98585,139604
275.94,98524,139569
275.96,98632,13965498572
275.98,98582,139520
276,98674,139466
276.02,98618,139472
276.04,98623,139406
276.06,98593,139490
276.08,98549,139470
276.1,98677,139539
276.12,98619,139667
276.14,98679,139910
276.16,98849,139997
276.18,98726,140067
276.2,98762,139821
276.22,98746,139597
276.24,98672,139665
276.26,98607,139531
276.28,98602,139509
276.3,98598,139613
276.32,98626,139601
276.34,98554,139572
276.36,98584,139500
276.38,98601,139550
276.4,98598,139522
276.42,98596,139584
276.44,98596,139649
276.46,98598,139581
276.48,98514,139666
276.5,98639,139673
276.52,98584,139599
276.54,98570,139663
276.56,98537,139338
276.58,98493,139394
276.6,98575,139379
276.62,98608,139713
276.64,98718,139916
276.66,98705,139649
276.68,98682,139635
276.7,98588,139581
276.72,98561,139500
276.74,98555,139453
276.76,98556,139294
276.78,98555,139518
276.8,98618,139465
276.82,98649,139488
276.84,98548,139490
276.86,98553,139508
276.88,98574,139403
276.9,98526,139443
276.92,98613,139516
276.94,98556,139472
276.96,98576,139355
276.98,98578,139602
277,98563,139487
277.02,98592,139458
277.04,98671,139555
277.06,98597,139492
277.08,98595,139425
277.1,98538,139391
277.12,98638,139415
277.14,98585,139389
277.16,98582,139483
277.18,98657,139422
277.2,98535,139418
277.22,98576,139532
277.24,98605,139519
277.26,98612,139422
277.28,98590,139498
277.3,98621,139534
277.32,98659,139528
277.34,98622,139603
277.36,98674,139531
277.38,98625,139558
277.4,98546,139377
277.42,98626,139623
277.44,98653,139593
277.46,98562,139443
277.48,98579,139419
277.5,98641,139392
277.52,98581,139400
277.54,98557,139396
277.56,98647,139429
277.58,98603,139509
277.6,98617,139582
277.62,98628,139598
277.64,98639,139640
277.66,98638,139608
277.68,98643,139566
277.7,98688,139537
277.72,98606,139515
277.74,98529,139326
277.76,98626,139519
277.78,98640,139334
277.8,98501,139289
277.82,98503,139401
277.84,98544,139379
277.86,98609,139711
277.88,98730,139870
277.9,98719,139750
277.92,98618,139662
277.94,98659,139552
277.96,98706,139699
277.98,98648,139566
278,98630,139569
278.02,98618,139431
278.04,98509,139392
278.06,98615,139471
278.08,98566,139378
278.1,98578,139481
278.12,98598,139455
278.14,98638,139512
278.16,98621,139275
278.18,98529,139273
278.2,98601,139432
278.22,98663,139441
278.24,98593,139465
278.26,98526,139487
278.28,98676,139537
278.3,98612,139560
278.32,98531,139441
278.34,98670,139631
278.36,98654,139522
278.38,98660,139694
278.4,98636,139607
278.42,98632,139565
278.44,98565,139555
278.46,98694,139695
278.48,98661,139624
278.5,98602,139709
278.52,98719,139602
278.54,98690,139658
278.56,98652,139517
278.58,98590,139615
278.6,98694,139721
278.62,98669,139549
278.64,98633,139550
278.66,98729,139584
278.68,98655,139612
278.7,98668,139635
278.72,98666,139546
278.74,98659,139562
278.76,98603,139557
278.78,98651,139665
278.8,98714,139686
278.82,98644,139506
278.84,98548,139464
278.86,98617,139571
278.88,98652,139647
278.9,98660,139531
278.92,98534,139523
278.94,98728,139581
278.96,98628,139345
278.98,98626,139645
279,98637,139514
279.02,98623,139523
279.04,98691,139532
279.06,98631,139571
279.08,98588,139521
279.1,98714,139564
279.12,98641,139497
279.14,98639,139591
279.16,98610,139393
279.18,98533,139395
279.2,98571,139375
279.22,98587,139322
279.24,98547,139513
279.26,98637,139666
279.28,98632,139569
279.3,98627,139563
279.32,98616,139581
279.34,98663,139714
279.36,98654,139620
279.38,98693,139682
279.4,98617,139677
279.42,98656,139673
279.44,98646,139483
279.46,98591,139526
279.48,98597,139486
279.5,98568,139578
279.52,98645,139673
279.54,98704,139742
279.56,98646,139575
279.58,98578,139603
279.6,98635,139684
279.62,98622,139608
279.64,98623,139696
279.66,98653,139620
279.68,98602,139554
279.7,98489,139507
279.72,98597,139361
279.74,98523,139345
279.76,98501,139356
279.78,98509,139488
279.8,98532,139598
279.82,98541,139427
279.84,98551,139488
279.86,98548,139569
279.88,98538,139461
279.9,98476,139437
279.92,98542,139425
279.94,98548,139665
279.96,98560,139495
279.98,98592,139412
280,98510,139455
280.02,98497,139483
280.04,98598,139466
280.06,98512,139569
280.08,98584,139503
280.1,98589,139710
280.12,98628,139604
280.14,98610,139763
280.16,98689,139823
280.18,98604,139682
280.2,98591,139491
280.22,98525,139600
280.24,98570,139489
280.26,98498,139495
280.28,98610,139582
280.3,98581,139640
280.32,98595,139530
280.34,98595,139670
280.36,98539,139654
280.38,98585,139604
280.4,98524,139569
280.42,98632,13965498572
280.44,98582,139520
280.46,98674,139466
280.48,98618,139472
280.5,98623,139406
280.52,98593,139490
280.54,98549,139470
280.56,98677,139539
280.58,98619,139667
280.6,98679,139910
280.62,98849,139997
280.64,98726,140067
280.66,98762,139821
280.68,98746,139597
280.7,98672,139665
280.72,98607,139531
280.74,98602,139509
280.76,98598,139613
280.78,98626,139601
280.8,98554,139572
280.82,98584,139500
280.84,98601,139550
280.86,98598,139522
280.88,98596,139584
280.9,98596,139649
280.92,98598,139581
280.94,98514,139666
280.96,98639,139673
280.98,98584,139599
281,98570,139663
281.02,98537,139338
281.04,98493,139394
281.06,98575,139379
281.08,98608,139713
281.1,98718,139916
281.12,98705,139649
281.14,98682,139635
281.16,98588,139581
281.18,98561,139500
281.2,98555,139453
281.22,98556,139294
281.24,98555,139518
281.26,98618,139465
281.28,98649,139488
281.3,98548,139490
281.32,98553,139508
281.34,98574,139403
281.36,98526,139443
281.38,98613,139516
281.4,98556,139472
281.42,98576,139355
281.44,98578,139602
281.46,98563,139487
281.48,98592,139458
281.5,98671,139555
281.52,98597,139492
281.54,98595,139425
281.56,98538,139391
281.58,98638,139415
281.6,98585,139389
281.62,98582,139483
281.64,98657,139422
281.66,98535,139418
281.68,98576,139532
281.7,98605,139519
281.72,98612,139422
281.74,98590,139498
281.76,98621,139534
281.78,98659,139528
281.8,98622,139603
281.82,98674,139531
281.84,98625,139558
281.86,98546,139377
281.88,98626,139623
281.9,98653,139593
281.92,98562,139443
281.94,98579,139419
281.96,98641,139392
281.98,98581,139400
282,98557,139396
282.02,98647,139429
282.04,98603,139509
282.06,98617,139582
282.08,98628,139598
282.1,98639,139640
282.12,98638,139608
282.14,98643,139566
282.16,98688,139537
282.18,98606,139515
282.2,98529,139326
282.22,98626,139519
282.24,98640,139334
282.26,98501,139289
282.28,98503,139401
282.3,98544,139379
282.32,98609,139711
282.34,98730,139870
282.36,98719,139750
282.38,98618,139662
282.4,98659,139552
282.42,98706,139699
282.44,98648,139566
282.46,98630,139569
282.48,98618,139431
282.5,98509,139392
282.52,98615,139471
282.54,98566,139378
282.56,98578,139481
282.58,98598,139455
282.6,98638,139512
282.62,98621,139275
282.64,98529,139273
282.66,98601,139432
282.68,98663,139441
282.7,98593,139465
282.72,98526,139487
282.74,98676,139537
282.76,98612,139560
282.78,98531,139441
282.8,98670,139631
282.82,98654,139522
282.84,98660,139694
282.86,98636,139607
282.88,98632,139565
282.9,98565,139555
282.92,98694,139695
282.94,98661,139624
282.96,98602,139709
282.98,98719,139602
283,98690,139658
283.02,98652,139517
283.04,98590,139615
283.06,98694,139721
283.08,98669,139549
283.1,98633,139550
283.12,98729,139584
283.14,98655,139612
283.16,98668,139635
283.18,98666,139546
283.2,98659,139562
283.22,98603,139557
283.24,98651,139665
283.26,98714,139686
283.28,98644,139506
283.3,98548,139464
283.32,98617,139571
283.34,98652,139647
283.36,98660,139531
283.38,98534,139523
283.4,98728,139581
283.42,98628,139345
283.44,98626,139645
283.46,98637,139514
283.48,98623,139523
283.5,98691,139532
283.52,98631,139571
283.54,98588,139521
283.56,98714,139564
283.58,98641,139497
283.6,98639,139591
283.62,98610,139393
283.64,98533,139395
283.66,98571,139375
283.68,98587,139322
283.7,98547,139513
283.72,98637,139666
283.74,98632,139569
283.76,98627,139563
283.78,98616,139581
283.8,98663,139714
283.82,98654,139620
283.84,98693,139682
283.86,98617,139677
283.88,98656,139673
283.9,98646,139483
283.92,98591,139526
283.94,98597,139486
283.96,98568,139578
283.98,98645,139673
284,98704,139742
284.02,98646,139575
284.04,98578,139603
284.06,98635,139684
284.08,98622,139608
284.1,98623,139696
284.12,98653,139620
284.14,98602,139554
284.16,98489,139507
284.18,98597,139361
284.2,98523,139345
284.22,98501,139356
284.24,98509,139488
284.26,98532,139598
284.28,98541,139427
284.3,98551,139488
284.32,98548,139569
284.34,98538,139461
284.36,98476,139437
284.38,98542,139425
284.4,98548,139665
284.42,98560,139495
284.44,98592,139412
284.46,98510,139455
284.48,98497,139483
284.5,98598,139466
284.52,98512,139569
284.54,98584,139503
284.56,98589,139710
284.58,98628,139604
284.6,98610,139763
284.62,98689,139823
284.64,98604,139682
284.66,98591,139491
284.68,98525,139600
284.7,98570,139489
284.72,98498,139495
284.74,98610,139582
284.76,98581,139640
284.78,98595,139530
284.8,98595,139670
284.82,98539,139654
284.84,98585,139604
284.86,98524,139569
284.88,98632,13965498704
284.9,98763,139792
284.92,98688,139683
284.94,98736,140025
284.96,98705,139916
284.98,98681,139818
285,98732,139805
285.02,98688,139726
285.04,98649,139699
285.06,98669,139823
285.08,98737,139790
285.1,98630,139769
285.12,98707,140093
285.14,98788,139988
285.16,98615,139672
285.18,98689,139656
285.2,98636,139635
285.22,98690,139950
285.24,98738,139894
285.26,98743,139807
285.28,98682,139830
285.3,98721,139823
285.32,98684,139948
285.34,98694,139933
285.36,98740,139682
285.38,98645,139542
285.4,98624,139582
285.42,98643,139643
285.44,98665,139681
285.46,98628,139743
285.48,98743,139765
285.5,98717,139771
285.52,98718,139979
285.54,98713,139620
285.56,98640,139434
285.58,98626,139471
285.6,98679,139683
285.62,98727,139715
285.64,98733,139639
285.66,98726,139757
285.68,98746,139795
285.7,98739,139664
285.72,98685,139689
285.74,98659,139570
285.76,98672,139504
285.78,98601,139553
285.8,98747,139745
285.82,98732,139788
285.84,98695,139945
285.86,98768,139946
285.88,98686,139653
285.9,98606,139591
285.92,98677,139905
285.94,98880,139877
285.96,98735,139816
285.98,98795,140042
286,98816,139901
286.02,98804,139856
286.04,98699,139811
286.06,98776,139785
286.08,98804,139791
286.1,98717,139692
286.12,98621,139719
286.14,98804,139894
286.16,98742,139811
286.18,98705,139755
286.2,98714,139635
286.22,98708,139593
286.24,98784,139741
286.26,98710,139817
286.28,98665,139659
286.3,98708,139824
286.32,98739,139702
286.34,98733,139784
286.36,98715,139633
286.38,98811,140239
286.4,98970,140390
286.42,98863,140090
286.44,98809,140009
286.46,98881,139948
286.48,98818,139896
286.5,98759,139849
286.52,98794,139739
286.54,98690,139644
286.56,98722,139728
286.58,98709,139637
286.6,98637,139684
286.62,98761,139630
286.64,98639,139803
286.66,98778,139812
286.68,98716,139682
286.7,98729,139899
286.72,98707,139642
286.74,98699,139742
286.76,98714,139524
286.78,98792,140122
286.8,98984,140644
286.82,99020,140704
286.84,98985,140659
286.86,99069,140494
286.88,98704,139922
286.9,98763,139792
286.92,98688,139683
286.94,98736,140025
286.96,98705,139916
286.98,98681,139818
287,98732,139805
287.02,98688,139726
287.04,98649,139699
287.06,98669,139823
287.08,98737,139790
287.1,98630,139769
287.12,98707,140093
287.14,98788,139988
287.16,98615,139672
287.18,98689,139656
287.2,98636,139635
287.22,98690,139950
287.24,98738,139894
287.26,98743,139807
287.28,98682,139830
287.3,98721,139823
287.32,98684,139948
287.34,98694,139933
287.36,98740,139682
287.38,98645,139542
287.4,98624,139582
287.42,98643,139643
287.44,98665,139681
287.46,98628,139743
287.48,98743,139765
287.5,98717,139771
287.52,98718,139979
287.54,98713,139620
287.56,98640,139434
287.58,98626,139471
287.6,98679,139683
287.62,98727,139715
287.64,98733,139639
287.66,98726,139757
287.68,98746,139795
287.7,98739,139664
287.72,98685,139689
287.74,98659,139570
287.76,98672,139504
287.78,98601,139553
287.8,98747,139745
287.82,98732,139788
287.84,98695,139945
287.86,98768,139946
287.88,98686,139653
287.9,98606,139591
287.92,98677,139905
287.94,98880,139877
287.96,98735,139816
287.98,98795,140042
288,98816,139901
288.02,98804,139856
288.04,98699,139811
288.06,98776,139785
288.08,98804,139791
288.1,98717,139692
288.12,98621,139719
288.14,98804,139894
288.16,98742,139811
288.18,98705,139755
288.2,98714,139635
288.22,98708,139593
288.24,98784,139741
288.26,98710,139817
288.28,98665,139659
288.3,98708,139824
288.32,98739,139702
288.34,98733,139784
288.36,98715,139633
288.38,98811,140239
288.4,98970,140390
288.42,98863,140090
288.44,98809,140009
288.46,98881,139948
288.48,98818,139896
288.5,98759,139849
288.52,98794,139739
288.54,98690,139644
288.56,98722,139728
288.58,98709,139637
288.6,98637,139684
288.62,98761,139630
288.64,98639,139803
288.66,98778,139812
288.68,98716,139682
288.7,98729,139899
288.72,98707,139642
288.74,98699,139742
288.76,98714,139524
288.78,98792,140122
288.8,98984,140644
288.82,99020,140704
288.84,98985,140659
288.86,99069,140494
288.88,98850,139848
288.9,98723,140052
288.92,98833,140075
288.94,98845,140141
288.96,98791,140161
288.98,98818,140126
289,98745,140092
289.02,98770,140008
289.04,98816,140114
289.06,98852,140352
289.08,98912,140233
289.1,98806,140092
289.12,98796,139903
289.14,98757,139936
289.16,98811,140598
289.18,99008,140293
289.2,98816,139973
289.22,98805,140102
289.24,98831,140262
289.26,98910,140909
289.28,99127,140737
289.3,98972,140616
289.32,98987,140590
289.34,98885,140351
289.36,98834,140124
289.38,98747,139795
289.4,98625,139795
289.42,98705,139929
289.44,98752,140001
289.46,98744,140001
289.48,98783,139922
289.5,98762,140145
289.52,98777,139992
289.54,98661,139999
289.56,98851,140233
289.58,98838,140209
289.6,98843,140068
289.62,98801,140056
289.64,98868,140001
289.66,98787,139939
289.68,98722,139503
289.7,98679,139720
289.72,98678,139574
289.74,98645,139660
289.76,98697,139753
289.78,98729,139855
289.8,98718,139694
289.82,98606,139844
289.84,98726,139988
289.86,98774,139908
289.88,98776,139744
289.9,98816,140421
289.92,98905,140245
289.94,98807,140279
289.96,98952,140427
289.98,98918,140432
290,98901,140166
290.02,98806,139952
290.04,98730,140024
290.06,98888,140110
290.08,98775,139681
290.1,98710,139901
290.12,98723,139665
290.14,98677,139698
290.16,98729,139773
290.18,98733,139670
290.2,98626,139647
290.22,98795,139765
290.24,98744,139670
290.26,98654,139744
290.28,98772,139775
290.3,98776,140003
290.32,98702,139512
290.34,98696,139767
290.36,98785,140100
290.38,98860,140051
290.4,98839,140030
290.42,98898,140076
290.44,98853,139986
290.46,98804,139856
290.48,98721,139882
290.5,98891,140012
290.52,98774,139702
290.54,98734,139827
290.56,98768,139779
290.58,98679,139612
290.6,98648,139695
290.62,98786,139741
290.64,98737,139640
290.66,98670,139743
290.68,98732,139826
290.7,98853,139831
290.72,98729,139720
290.74,98842,139973
290.76,98902,139928
290.78,98832,139893
290.8,98841,139996
290.82,98817,139892
290.84,98755,140016
290.86,98840,139904
290.88,98704,139922
290.9,98763,139792
290.92,98688,139683
290.94,98736,140025
290.96,98705,139916
290.98,98681,139818
291,98732,139805
291.02,98688,139726
291.04,98649,139699
291.06,98669,139823
291.08,98737,139790
291.1,98630,139769
291.12,98707,140093
291.14,98788,139988
291.16,98615,139672
291.18,98689,139656
291.2,98636,139635
291.22,98690,139950
291.24,98738,139894
291.26,98743,139807
291.28,98682,139830
291.3,98721,139823
291.32,98684,139948
291.34,98694,139933
291.36,98740,139682
291.38,98645,139542
291.4,98624,139582
291.42,98643,139643
291.44,98665,139681
291.46,98628,139743
291.48,98743,139765
291.5,98717,139771
291.52,98718,139979
291.54,98713,139620
291.56,98640,139434
291.58,98626,139471
291.6,98679,139683
291.62,98727,139715
291.64,98733,139639
291.66,98726,139757
291.68,98746,139795
291.7,98739,139664
291.72,98685,139689
291.74,98659,139570
291.76,98672,139504
291.78,98601,139553
291.8,98747,139745
291.82,98732,139788
291.84,98695,139945
291.86,98768,139946
291.88,98686,139653
291.9,98606,139591
291.92,98677,139905
291.94,98880,139877
291.96,98735,139816
291.98,98795,140042
292,98816,139901
292.02,98804,139856
292.04,98699,139811
292.06,98776,139785
292.08,98804,139791
292.1,98717,139692
292.12,98621,139719
292.14,98804,139894
292.16,98742,139811
292.18,98705,139755
292.2,98714,139635
292.22,98708,139593
292.24,98784,139741
292.26,98710,139817
292.28,98665,139659
292.3,98708,139824
292.32,98739,139702
292.34,98733,139784
292.36,98715,139633
292.38,98811,140239
292.4,98970,140390
292.42,98863,140090
292.44,98809,140009
292.46,98881,139948
292.48,98818,139896
292.5,98759,139849
292.52,98794,139739
292.54,98690,139644
292.56,98722,139728
292.58,98709,139637
292.6,98637,139684
292.62,98761,139630
292.64,98639,139803
292.66,98778,139812
292.68,98716,139682
292.7,98729,139899
292.72,98707,139642
292.74,98699,139742
292.76,98714,139524
292.78,98792,140122
292.8,98984,140644
292.82,99020,140704
292.84,98985,140659
292.86,99069,140494
292.88,98850,139848
292.9,98723,140052
292.92,98833,140075
292.94,98845,140141
292.96,98791,140161
292.98,98818,140126
293,98745,140092
293.02,98770,140008
293.04,98816,140114
293.06,98852,140352
293.08,98912,140233
293.1,98806,140092
293.12,98796,139903
293.14,98757,139936
293.16,98811,140598
293.18,99008,140293
293.2,98816,139973
293.22,98805,140102
293.24,98831,140262
293.26,98910,140909
293.28,99127,140737
293.3,98972,140616
293.32,98987,140590
293.34,98885,140351
293.36,98834,140124
293.38,98747,139795
293.4,98625,139795
293.42,98705,139929
293.44,98752,140001
293.46,98744,140001
293.48,98783,139922
293.5,98762,140145
293.52,98777,139992
293.54,98661,139999
293.56,98851,140233
293.58,98838,140209
293.6,98843,140068
293.62,98801,140056
293.64,98868,140001
293.66,98787,139939
293.68,98722,139503
293.7,98679,139720
293.72,98678,139574
293.74,98645,139660
293.76,98697,139753
293.78,98729,139855
293.8,98718,139694
293.82,98606,139844
293.84,98726,139988
293.86,98774,139908
293.88,98776,139744
293.9,98816,140421
293.92,98905,140245
293.94,98807,140279
293.96,98952,140427
293.98,98918,140432
294,98901,140166
294.02,98806,139952
294.04,98730,140024
294.06,98888,140110
294.08,98775,139681
294.1,98710,139901
294.12,98723,139665
294.14,98677,139698
294.16,98729,139773
294.18,98733,139670
294.2,98626,139647
294.22,98795,139765
294.24,98744,139670
294.26,98654,139744
294.28,98772,139775
294.3,98776,140003
294.32,98702,139512
294.34,98696,139767
294.36,98785,140100
294.38,98860,140051
294.4,98839,140030
294.42,98898,140076
294.44,98853,139986
294.46,98804,139856
294.48,98721,139882
294.5,98891,140012
294.52,98774,139702
294.54,98734,139827
294.56,98768,139779
294.58,98679,139612
294.6,98648,139695
294.62,98786,139741
294.64,98737,139640
294.66,98670,139743
294.68,98732,139826
294.7,98853,139831
294.72,98729,139720
294.74,98842,139973
294.76,98902,139928
294.78,98832,139893
294.8,98841,139996
294.82,98817,139892
294.84,98755,140016
294.86,98840,139904
294.88,98758,139672
