Time Period,IR,RED
447.52,98472,139295
447.54,98466,139548
447.56,98543,139458
447.58,98447,139486
447.6,98585,139591
447.62,98661,139679
447.64,98569,139688
447.66,98596,139712
447.68,98656,139841
447.7,98595,139521
447.72,98533,139667
447.74,98620,139764
447.76,98548,139597
447.78,98542,139525
447.8,98544,139549
447.82,98540,139542
447.84,98594,139720
447.86,98587,139726
447.88,98718,140063
447.9,98610,139738
447.92,98804,140001
447.94,98690,139838
447.96,98581,139634
447.98,98599,139659
448,98596,139806
448.02,98587,139682
448.04,98602,139664
448.06,98611,139791
448.08,98598,139571
448.1,98643,139690
448.12,98601,139626
448.14,98548,139645
448.16,98684,139764
448.18,98627,139589
448.2,98624,139713
448.22,98615,139595
448.24,98554,139800
448.26,98784,140014
448.28,98683,139693
448.3,98713,139919
448.32,98803,139851
448.34,98626,139534
448.36,98601,139664
448.38,98681,139685
448.4,98613,139666
448.42,98641,139807
448.44,98638,139732
448.46,98605,139888
448.48,98659,139815
448.5,98663,139737
448.52,98604,139630
448.54,98621,139601
448.56,98682,139698
448.58,98633,139653
448.6,98574,139597
448.62,98711,139566
448.64,98721,139810
448.66,98736,139709
448.68,98636,139452
448.7,98587,139675
448.72,98697,139680
448.74,98656,139543
448.76,98676,139836
448.78,98664,139593
448.8,98574,139682
448.82,98719,139691
448.84,98692,139852
448.86,98757,139889
448.88,98697,139693
448.9,98640,139765
448.92,98714,139874
448.94,98682,139751
448.96,98638,139661
448.98,98624,139744
449,98704,139801
449.02,98666,139810
449.04,98676,139816
449.06,98654,139735
449.08,98704,139707
449.1,98656,139653
449.12,98582,139574
449.14,98626,139679
449.16,98670,139671
449.18,98634,139742
449.2,98650,139694
449.22,98636,139758
449.24,98650,139834
449.26,98657,139694
449.28,98633,139689
449.3,98620,139662
449.32,98566,139565
449.34,98618,139717
449.36,98612,139653
449.38,98588,139756
449.4,98670,140066
449.42,98693,139901
449.44,98726,140078
449.46,98685,139655
449.48,98543,139633
449.5,98671,139941
449.52,98669,139726
449.54,98618,139738
449.56,98628,139699
449.58,98609,139778
449.6,98661,139843
449.62,98660,139847
449.64,98719,139978
449.66,98626,139673
449.68,98644,139704
449.7,98631,139786
449.72,98690,139704
449.74,98609,139668
449.76,98593,139697
449.78,98611,139703
449.8,98698,139777
449.82,98618,139718
449.84,98686,140009
449.86,98642,139752
449.88,98622,139827
449.9,98611,139840
449.92,98660,139824
449.94,98581,139829
449.96,98657,139794
449.98,98758,139951
450,98656,139688
450.02,98633,139746
450.04,98711,139811
450.06,98692,139815
450.08,98601,139775
450.1,98619,139841
450.12,98654,139815
450.14,98644,139715
450.16,98606,139768
450.18,98700,140074
450.2,98747,139794
450.22,98647,139732
450.24,98616,139928
450.26,98751,139874
450.28,98666,139859
450.3,98756,139845
450.32,98669,139819
450.34,98671,139784
450.36,98679,139871
450.38,98749,14015198534
450.4,98584,139686
450.42,98613,139845
450.44,98513,139601
450.46,98518,139560
450.48,98531,139623
450.5,98527,139471
450.52,98596,139658
450.54,98564,139565
450.56,98556,139572
450.58,98534,139466
450.6,98508,139419
450.62,98504,139338
450.64,98464,139314
450.66,98413,139283
450.68,98432,139271
450.7,98476,139465
450.72,98467,139433
450.74,98430,139424
450.76,98561,139605
450.78,98521,139425
450.8,98579,139803
450.82,98670,140032
450.84,98619,139816
450.86,98561,139628
450.88,98626,139694
450.9,98572,139683
450.92,98572,139604
450.94,98553,139662
450.96,98515,139683
450.98,98506,139413
451,98444,139313
451.02,98412,139366
451.04,98432,139320
451.06,98497,139391
451.08,98449,139339
451.1,98447,139319
451.12,98475,139387
451.14,98462,139421
451.16,98495,139819
451.18,98589,139681
451.2,98652,139871
451.22,98673,140008
451.24,98779,140037
451.26,98677,139856
451.28,98626,139591
451.3,98546,139560
451.32,98476,139500
451.34,98564,139541
451.36,98554,139445
451.38,98454,139091
451.4,98361,139181
451.42,98453,139260
451.44,98468,139269
451.46,98482,139492
451.48,98529,139580
451.5,98544,139645
451.52,98632,139660
451.54,98558,139328
451.56,98487,139540
451.58,98491,139233
451.6,98525,139335
451.62,98529,139475
451.64,98486,139609
451.66,98623,139690
451.68,98692,139784
451.7,98604,139746
451.72,98594,139771
451.74,98643,139810
451.76,98644,139656
451.78,98545,139654
451.8,98568,139607
451.82,98527,139570
451.84,98612,139577
451.86,98568,139552
451.88,98524,139571
451.9,98556,139674
451.92,98591,139568
451.94,98536,139766
451.96,98591,139471
451.98,98472,139295
452,98466,139548
452.02,98543,139458
452.04,98447,139486
452.06,98585,139591
452.08,98661,139679
452.1,98569,139688
452.12,98596,139712
452.14,98656,139841
452.16,98595,139521
452.18,98533,139667
452.2,98620,139764
452.22,98548,139597
452.24,98542,139525
452.26,98544,139549
452.28,98540,139542
452.3,98594,139720
452.32,98587,139726
452.34,98718,140063
452.36,98610,139738
452.38,98804,140001
452.4,98690,139838
452.42,98581,139634
452.44,98599,139659
452.46,98596,139806
452.48,98587,139682
452.5,98602,139664
452.52,98611,139791
452.54,98598,139571
452.56,98643,139690
452.58,98601,139626
452.6,98548,139645
452.62,98684,139764
452.64,98627,139589
452.66,98624,139713
452.68,98615,139595
452.7,98554,139800
452.72,98784,140014
452.74,98683,139693
452.76,98713,139919
452.78,98803,139851
452.8,98626,139534
452.82,98601,139664
452.84,98681,139685
452.86,98613,139666
452.88,98641,139807
452.9,98638,139732
452.92,98605,139888
452.94,98659,139815
452.96,98663,139737
452.98,98604,139630
453,98621,139601
453.02,98682,139698
453.04,98633,139653
453.06,98574,139597
453.08,98711,139566
453.1,98721,139810
453.12,98736,139709
453.14,98636,139452
453.16,98587,139675
453.18,98697,139680
453.2,98656,139543
453.22,98676,139836
453.24,98664,139593
453.26,98574,139682
453.28,98719,139691
453.3,98692,139852
453.32,98757,139889
453.34,98697,139693
453.36,98640,139765
453.38,98714,139874
453.4,98682,139751
453.42,98638,139661
453.44,98624,139744
453.46,98704,139801
453.48,98666,139810
453.5,98676,139816
453.52,98654,139735
453.54,98704,139707
453.56,98656,139653
453.58,98582,139574
453.6,98626,139679
453.62,98670,139671
453.64,98634,139742
453.66,98650,139694
453.68,98636,139758
453.7,98650,139834
453.72,98657,139694
453.74,98633,139689
453.76,98620,139662
453.78,98566,139565
453.8,98618,139717
453.82,98612,139653
453.84,98588,139756
453.86,98670,140066
453.88,98693,139901
453.9,98726,140078
453.92,98685,139655
453.94,98543,139633
453.96,98671,139941
453.98,98669,139726
454,98618,139738
454.02,98628,139699
454.04,98609,139778
454.06,98661,139843
454.08,98660,139847
454.1,98719,139978
454.12,98626,139673
454.14,98644,139704
454.16,98631,139786
454.18,98690,139704
454.2,98609,139668
454.22,98593,139697
454.24,98611,139703
454.26,98698,139777
454.28,98618,139718
454.3,98686,140009
454.32,98642,139752
454.34,98622,139827
454.36,98611,139840
454.38,98660,139824
454.4,98581,139829
454.42,98657,139794
454.44,98758,139951
454.46,98656,139688
454.48,98633,139746
454.5,98711,139811
454.52,98692,139815
454.54,98601,139775
454.56,98619,139841
454.58,98654,139815
454.6,98644,139715
454.62,98606,139768
454.64,98700,140074
454.66,98747,139794
454.68,98647,139732
454.7,98616,139928
454.72,98751,139874
454.74,98666,139859
454.76,98756,139845
454.78,98669,139819
454.8,98671,139784
454.82,98679,139871
454.84,98749,14015198534
454.86,98584,139686
454.88,98613,139845
454.9,98513,139601
454.92,98518,139560
454.94,98531,139623
454.96,98527,139471
454.98,98596,139658
455,98564,139565
455.02,98556,139572
455.04,98534,139466
455.06,98508,139419
455.08,98504,139338
455.1,98464,139314
455.12,98413,139283
455.14,98432,139271
455.16,98476,139465
455.18,98467,139433
455.2,98430,139424
455.22,98561,139605
455.24,98521,139425
455.26,98579,139803
455.28,98670,140032
455.3,98619,139816
455.32,98561,139628
455.34,98626,139694
455.36,98572,139683
455.38,98572,139604
455.4,98553,139662
455.42,98515,139683
455.44,98506,139413
455.46,98444,139313
455.48,98412,139366
455.5,98432,139320
455.52,98497,139391
455.54,98449,139339
455.56,98447,139319
455.58,98475,139387
455.6,98462,139421
455.62,98495,139819
455.64,98589,139681
455.66,98652,139871
455.68,98673,140008
455.7,98779,140037
455.72,98677,139856
455.74,98626,139591
455.76,98546,139560
455.78,98476,139500
455.8,98564,139541
455.82,98554,139445
455.84,98454,139091
455.86,98361,139181
455.88,98453,139260
455.9,98468,139269
455.92,98482,139492
455.94,98529,139580
455.96,98544,139645
455.98,98632,139660
456,98558,139328
456.02,98487,139540
456.04,98491,139233
456.06,98525,139335
456.08,98529,139475
456.1,98486,139609
456.12,98623,139690
456.14,98692,139784
456.16,98604,139746
456.18,98594,139771
456.2,98643,139810
456.22,98644,139656
456.24,98545,139654
456.26,98568,139607
456.28,98527,139570
456.3,98612,139577
456.32,98568,139552
456.34,98524,139571
456.36,98556,139674
456.38,98591,139568
456.4,98536,139766
456.42,98591,139471
456.44,98472,139295
456.46,98466,139548
456.48,98543,139458
456.5,98447,139486
456.52,98585,139591
456.54,98661,139679
456.56,98569,139688
456.58,98596,139712
456.6,98656,139841
456.62,98595,139521
456.64,98533,139667
456.66,98620,139764
456.68,98548,139597
456.7,98542,139525
456.72,98544,139549
456.74,98540,139542
456.76,98594,139720
456.78,98587,139726
456.8,98718,140063
456.82,98610,139738
456.84,98804,140001
456.86,98690,139838
456.88,98581,139634
456.9,98599,139659
456.92,98596,139806
456.94,98587,139682
456.96,98602,139664
456.98,98611,139791
457,98598,139571
457.02,98643,139690
457.04,98601,139626
457.06,98548,139645
457.08,98684,139764
457.1,98627,139589
457.12,98624,139713
457.14,98615,139595
457.16,98554,139800
457.18,98784,140014
457.2,98683,139693
457.22,98713,139919
457.24,98803,139851
457.26,98626,139534
457.28,98601,139664
457.3,98681,139685
457.32,98613,139666
457.34,98641,139807
457.36,98638,139732
457.38,98605,139888
457.4,98659,139815
457.42,98663,139737
457.44,98604,139630
457.46,98621,139601
457.48,98682,139698
457.5,98633,139653
457.52,98574,139597
457.54,98711,139566
457.56,98721,139810
457.58,98736,139709
457.6,98636,139452
457.62,98587,139675
457.64,98697,139680
457.66,98656,139543
457.68,98676,139836
457.7,98664,139593
457.72,98574,139682
457.74,98719,139691
457.76,98692,139852
457.78,98757,139889
457.8,98697,139693
457.82,98640,139765
457.84,98714,139874
457.86,98682,139751
457.88,98638,139661
457.9,98624,139744
457.92,98704,139801
457.94,98666,139810
457.96,98676,139816
457.98,98654,139735
458,98704,139707
458.02,98656,139653
458.04,98582,139574
458.06,98626,139679
458.08,98670,139671
458.1,98634,139742
458.12,98650,139694
458.14,98636,139758
458.16,98650,139834
458.18,98657,139694
458.2,98633,139689
458.22,98620,139662
458.24,98566,139565
458.26,98618,139717
458.28,98612,139653
458.3,98588,139756
458.32,98670,140066
458.34,98693,139901
458.36,98726,140078
458.38,98685,139655
458.4,98543,139633
458.42,98671,139941
458.44,98669,139726
458.46,98618,139738
458.48,98628,139699
458.5,98609,139778
458.52,98661,139843
458.54,98660,139847
458.56,98719,139978
458.58,98626,139673
458.6,98644,139704
458.62,98631,139786
458.64,98690,139704
458.66,98609,139668
458.68,98593,139697
458.7,98611,139703
458.72,98698,139777
458.74,98618,139718
458.76,98686,140009
458.78,98642,139752
458.8,98622,139827
458.82,98611,139840
458.84,98660,139824
458.86,98581,139829
458.88,98657,139794
458.9,98758,139951
458.92,98656,139688
458.94,98633,139746
458.96,98711,139811
458.98,98692,139815
459,98601,139775
459.02,98619,139841
459.04,98654,139815
459.06,98644,139715
459.08,98606,139768
459.1,98700,140074
459.12,98747,139794
459.14,98647,139732
459.16,98616,139928
459.18,98751,139874
459.2,98666,139859
459.22,98756,139845
459.24,98669,139819
459.26,98671,139784
459.28,98679,139871
459.3,98749,14015198596
459.32,98635,139469
459.34,98633,139874
459.36,98674,139666
459.38,98579,139607
459.4,98611,139601
459.42,98663,139528
459.44,98597,139383
459.46,98571,139463
459.48,98587,139477
459.5,98676,139654
459.52,98650,139732
459.54,98620,140278
459.56,98794,140077
459.58,98749,140113
459.6,98718,140120
459.62,98715,140144
459.64,98754,139881
459.66,98573,139724
459.68,98557,139476
459.7,98531,139492
459.72,98541,139529
459.74,98646,139730
459.76,98596,139572
459.78,98590,139555
459.8,98644,139654
459.82,98627,139642
459.84,98607,139719
459.86,98648,139738
459.88,98585,139601
459.9,98568,139667
459.92,98619,139579
459.94,98528,139796
459.96,98621,139768
459.98,98671,139879
460,98663,139702
460.02,98554,139535
460.04,98625,139466
460.06,98531,139442
460.08,98561,139554
460.1,98556,139509
460.12,98557,139458
460.14,98616,139877
460.16,98699,139653
460.18,98577,139634
460.2,98580,139610
460.22,98554,139441
460.24,98580,139403
460.26,98612,139681
460.28,98710,139685
460.3,98664,139673
460.32,98609,139757
460.34,98710,139885
460.36,98672,139669
460.38,98646,139653
460.4,98648,139518
460.42,98680,139581
460.44,98632,139555
460.46,98528,139555
460.48,98679,139664
460.5,98621,139729
460.52,98583,139708
460.54,98634,139598
460.56,98615,139480
460.58,98561,139574
460.6,98575,139589
460.62,98560,139481
460.64,98575,139682
460.66,98606,139511
460.68,98536,139575
460.7,98623,139521
460.72,98546,139645
460.74,98573,139544
460.76,98536,139596
460.78,98638,139861
460.8,98668,140012
460.82,98838,140091
460.84,98757,139818
460.86,98672,139995
460.88,98752,140143
460.9,98733,139939
460.92,98693,140031
460.94,98756,140067
460.96,98744,139849
460.98,98625,139814
461,98586,139752
461.02,98658,139772
461.04,98593,139785
461.06,98630,139696
461.08,98624,139750
461.1,98582,139818
461.12,98568,139868
461.14,98566,139468
461.16,98495,139546
461.18,98545,139780
461.2,98597,139893
461.22,98670,140280
461.24,98825,140357
461.26,98854,140290
461.28,98779,140263
461.3,98596,139642
461.32,98635,139469
461.34,98633,139874
461.36,98674,139666
461.38,98579,139607
461.4,98611,139601
461.42,98663,139528
461.44,98597,139383
461.46,98571,139463
461.48,98587,139477
461.5,98676,139654
461.52,98650,139732
461.54,98620,140278
461.56,98794,140077
461.58,98749,140113
461.6,98718,140120
461.62,98715,140144
461.64,98754,139881
461.66,98573,139724
461.68,98557,139476
461.7,98531,139492
461.72,98541,139529
461.74,98646,139730
461.76,98596,139572
461.78,98590,139555
461.8,98644,139654
461.82,98627,139642
461.84,98607,139719
461.86,98648,139738
461.88,98585,139601
461.9,98568,139667
461.92,98619,139579
461.94,98528,139796
461.96,98621,139768
461.98,98671,139879
462,98663,139702
462.02,98554,139535
462.04,98625,139466
462.06,98531,139442
462.08,98561,139554
462.1,98556,139509
462.12,98557,139458
462.14,98616,139877
462.16,98699,139653
462.18,98577,139634
462.2,98580,139610
462.22,98554,139441
462.24,98580,139403
462.26,98612,139681
462.28,98710,139685
462.3,98664,139673
462.32,98609,139757
462.34,98710,139885
462.36,98672,139669
462.38,98646,139653
462.4,98648,139518
462.42,98680,139581
462.44,98632,139555
462.46,98528,139555
462.48,98679,139664
462.5,98621,139729
462.52,98583,139708
462.54,98634,139598
462.56,98615,139480
462.58,98561,139574
462.6,98575,139589
462.62,98560,139481
462.64,98575,139682
462.66,98606,139511
462.68,98536,139575
462.7,98623,139521
462.72,98546,139645
462.74,98573,139544
462.76,98536,139596
462.78,98638,139861
462.8,98668,140012
462.82,98838,140091
462.84,98757,139818
462.86,98672,139995
462.88,98752,140143
462.9,98733,139939
462.92,98693,140031
462.94,98756,140067
462.96,98744,139849
462.98,98625,139814
463,98586,139752
463.02,98658,139772
463.04,98593,139785
463.06,98630,139696
463.08,98624,139750
463.1,98582,139818
463.12,98568,139868
463.14,98566,139468
463.16,98495,139546
463.18,98545,139780
463.2,98597,139893
463.22,98670,140280
463.24,98825,140357
463.26,98854,140290
463.28,98779,140263
463.3,98562,139393
463.32,98511,139340
463.34,98576,139342
463.36,98518,139475
463.38,98503,139490
463.4,98532,139345
463.42,98519,139509
463.44,98497,139534
463.46,98484,139591
463.48,98549,139460
463.5,98596,139590
463.52,98588,139578
463.54,98492,139392
463.56,98452,139411
463.58,98541,139555
463.6,98524,139621
463.62,98563,139541
463.64,98531,139622
463.66,98612,139812
463.68,98468,139493
463.7,98581,139520
463.72,98514,139430
463.74,98449,139350
463.76,98485,139517
463.78,98621,140050
463.8,98653,139579
463.82,98629,139582
463.84,98582,139770
463.86,98549,139517
463.88,98516,139471
463.9,98565,139742
463.92,98659,139803
463.94,98678,139928
463.96,98641,139853
463.98,98574,139712
464,98573,139583
464.02,98550,139532
464.04,98477,139689
464.06,98517,139555
464.08,98570,139461
464.1,98527,139430
464.12,98538,139497
464.14,98512,139588
464.16,98549,139656
464.18,98538,139435
464.2,98515,139625
464.22,98485,139361
464.24,98421,139584
464.26,98599,139505
464.28,98528,139481
464.3,98563,139709
464.32,98622,139829
464.34,98597,139817
464.36,98678,139778
464.38,98611,139920
464.4,98711,139873
464.42,98591,139632
464.44,98610,139753
464.46,98513,139615
464.48,98594,139822
464.5,98666,139815
464.52,98634,139854
464.54,98685,139844
464.56,98621,139837
464.58,98585,139788
464.6,98594,139862
464.62,98724,140153
464.64,98654,139688
464.66,98598,139917
464.68,98741,139926
464.7,98667,139625
464.72,98581,139624
464.74,98532,139687
464.76,98658,139982
464.78,98737,139950
464.8,98636,139782
464.82,98584,140013
464.84,98641,139813
464.86,98614,139734
464.88,98551,139696
464.9,98660,139714
464.92,98624,139695
464.94,98668,139856
464.96,98657,139828
