X,Y,Z,R,IR,HR,RR,SPO2,Activity,HR Mean,RR Mean,SPO2 Mean
0.03,-0.17,1.05,9233,10080,73.17073171,,97.59564622,1,,,
0,-0.16,1.02,9228,10165,88.23529412,,99.92502116,1,,,
0.04,-0.17,1.01,9348,10104,103.4482759,,98.72916428,1,,,
0,-0.17,1.06,9254,10094,41.09589041,,92.05849205,1,,,
0,-0.19,1.1,9085,10017,60,,92.6788752,1,,,
0.01,-0.17,1.05,9230,10106,38.46153846,,96.16566561,1,,,
0,-0.17,1.01,9265,10139,120,,99.88000124,1,,,
0.01,-0.17,1.06,9386,10248,65.2173913,,98.61208249,1,,,
0,-0.15,1.06,9198,10044,73.17073171,,92.17669838,1,,,
0.01,-0.15,1.02,9278,10268,49.18032787,,97.75463657,1,,,
-0.03,-0.15,1,9319,10205,66.66666667,,97.18707905,1,,,
0.01,-0.15,1.08,9246,10091,81.08108108,,99.39901774,1,,,
0.04,-0.14,1.06,9237,10155,69.76744186,,96.09179208,1,,,
0.03,-0.14,1.05,9242,10158,39.47368421,,96.15057698,1,,,
-0.01,-0.14,1.05,9328,10275,41.09589041,,98.75647531,1,,,
0.03,-0.15,1.02,9347,10124,103.4482759,,96.92358826,1,,,
0.05,-0.17,1.01,9252,10162,125,,99.68469,1,,,
0.04,-0.17,1.02,9109,10065,66.66666667,,92.9895297,1,,,
0.05,-0.17,1.02,9232,10138,115.3846154,,95.82682964,1,,,
0.05,-0.19,1.09,9261,10231,75,,97.72120327,1,,,
-0.03,-0.16,1.05,9283,10168,75,,95.09976511,1,,,
0.01,-0.14,1.04,9149,10135,90.90909091,,97.58484452,1,,,
0.01,-0.13,1.05,9240,10220,88.23529412,,97.84419138,1,,,
0.03,-0.16,1.09,9296,10263,63.82978723,,98.72273809,1,,,
0,-0.15,1.08,9402,10289,187.5,,96.53511203,1,,,
0,-0.16,1.05,9334,10201,88.23529412,,96.58968601,1,,,
-0.01,-0.15,1.08,9238,10308,34.48275862,,94.99422121,1,,,
0.01,-0.14,1.04,9329,10307,60,,98.54499454,1,,,
0.03,-0.17,1.05,9314,10439,65.2173913,,98.95697351,1,,,
0,-0.16,1.08,9429,10417,68.18181818,,81.53541631,1,,,
0,-0.16,1.08,9333,10548,78.94736842,,95.36717558,1,,,
0,-0.15,1.08,9422,10403,46.15384615,,87.05240683,1,,,
-0.01,-0.16,1.08,9360,10404,83.33333333,,95.34062632,1,,,
0,-0.16,1.08,9238,10329,56.60377358,,97.66156772,1,,,
0.01,-0.14,1.01,9355,10434,63.82978723,,83.37030448,1,,,
0.01,-0.14,1.04,9388,10356,76.92307692,,97.72207749,1,,,
