X,Y,Z,IR,RED,Heart Rate,Respiration Rate,SpO2
0.05,-0.15,1.06,262143,262143,,,94.845
0.04,-0.17,1.05,262143,262143,,,98.61170545
0,-0.15,1.02,262143,262143,,,99.05774744
0,-0.17,1.02,262143,262143,,,99.80845173
0.01,-0.17,1.06,262143,262143,,,96.91082148
0.04,-0.16,1.06,262143,262143,,,92.73127731
0.08,-0.15,1.05,262143,262143,,,82.92599398
0.03,-0.19,1.06,262143,262143,,,94.845
0.03,-0.17,1.04,262143,262143,,,98.19722364
0.01,-0.17,1.12,262143,262143,,,93.14621933
0.05,-0.19,1.05,262143,262143,,,99.84208852
0.05,-0.17,1.04,262143,262143,,,96.73010963
0.03,-0.16,1.09,262143,262143,,,96.4371869
0.03,-0.16,1.06,262143,262143,,,97.56593087
0.06,-0.19,1.04,262143,262143,,,94.845
0.04,-0.17,1.05,262143,262143,,,99.84832029
0.05,-0.17,1.06,262143,262143,,,94.845
0.06,-0.16,1.06,262143,262143,,,93.5964085
0.03,-0.16,1.04,262143,262143,,,84.54088496
0.05,-0.16,1.02,262143,262143,,,99.40412293
0.05,-0.19,1.04,262143,262143,,,99.91555361
0.05,-0.15,1.04,262143,262143,,,99.83128918
0.06,-0.19,1.01,262143,262143,,,94.62025518
0.03,-0.2,1.05,262143,262143,,,96.24237298
0.03,-0.19,1.06,262143,262143,,,96.12691573
0.04,-0.19,0.99,262143,262143,,,97.63990822
0.03,-0.19,1.06,262143,262143,,,95.84694387
0.05,-0.19,1.09,262143,262143,,,99.37440898
0.04,-0.17,1.09,262143,262143,,,99.93171372
0.06,-0.17,1.01,262143,262143,,,97.74291908
0.04,-0.16,1.06,262143,262143,,,98.98302271
0.05,-0.16,1.05,262143,262143,,,98.33186111
0.01,-0.19,1.02,262143,262143,,,99.70717984
0.03,-0.17,1.06,262143,262143,,,95.44094063
0.05,-0.16,1.08,262143,262143,,,97.21154345
0.06,-0.17,1.06,262143,262143,,,97.21017007
0.06,-0.16,1.08,262143,262143,,,99.60950571
0.04,-0.17,1.1,262143,262143,,,95.28039826
0.06,-0.19,1.08,262143,262143,,,97.05074575
0.08,-0.19,1.01,262143,262143,,,99.0671621
0.06,-0.15,1.08,262143,262143,,,92.57124987
0.09,-0.16,1.01,262143,262143,,,96.05840295
0.04,-0.17,1.08,262143,262143,,,98.56257545
0.08,-0.19,1.04,262143,262143,,,92.98768481
0.05,-0.15,1.04,262143,262143,,,99.75616282
0.01,-0.16,1.06,262143,262143,,,97.80400606
0.04,-0.19,1.06,262143,262143,,,99.83036204
0.05,-0.19,1.05,262143,262143,,,99.69179986
0.06,-0.17,1.09,262143,262143,,,97.40466768
0.05,-0.16,1.02,262143,262143,,,95.52023926
0.01,-0.17,1.04,262143,262143,,,98.00548095
0.06,-0.16,1.04,262143,262143,,,97.00172023
0,-0.16,1.06,262143,262143,,,98.4555314
0.03,-0.19,1,262143,262143,,,94.7382709
0.04,-0.15,1.06,262143,262143,,,94.845
0.03,-0.16,1.08,262143,262143,,,98.02472906
0.03,-0.17,1.09,262143,262143,,,98.18147017
0.04,-0.19,1.06,262143,262143,,,94.97625915
0.09,-0.17,1.05,262143,262143,,,95.82781476
0.04,-0.17,1.05,262143,262143,,,96.69968625
0.05,-0.17,1.05,262143,262143,,,99.17535876
0.05,-0.17,1.05,262143,262143,,,99.33358
0.06,-0.17,1.05,262143,262143,,,95.76857341
0.08,-0.19,1.02,262143,262143,,,99.78866748
0.03,-0.17,1.01,262143,262143,,,93.4990316
0.04,-0.19,1.06,262143,262143,,,97.78483627
0.06,-0.16,1.02,262143,262143,,,88.80484676
0.08,-0.15,1.09,262143,262143,,,98.41455034
0.05,-0.17,1.02,262143,262143,,,99.94812055
0.06,-0.16,1.04,262143,262143,,,94.63936792
0.06,-0.14,1.05,262143,262143,,,94.8170742
0.06,-0.17,1.04,262143,262143,,,99.75445721
0.04,-0.17,1.04,262143,262143,,,94.95919257
0.03,-0.19,1.1,262143,262143,,,99.37178348
0.03,-0.16,1.01,262143,262143,,,94.74716433
0.06,-0.16,1.02,262143,262143,,,94.845
0.01,-0.16,0.99,262143,262143,,,94.0918498
0.05,-0.16,1.02,262143,262143,,,97.04925767
0.04,-0.15,1.02,262143,262143,,,98.51152736
0.05,-0.19,1.05,262143,262143,,,99.44905575
0.04,-0.17,1.06,262143,262143,,,99.73185583
0.03,-0.17,1,262143,262143,,,98.0878093
0.04,-0.17,1.04,262143,262143,,,99.63117664
0.04,-0.17,1.09,262143,262143,,,99.59989626
0.01,-0.16,1.04,262143,262143,,,97.23013376
0.03,-0.17,1.04,262143,262143,,,90.92800437
0.05,-0.14,1.04,262143,262143,,,82.19001097
0.06,-0.17,1.06,262143,262143,,,94.03954103
0.09,-0.15,1.05,262143,262143,,,99.72150476
0,-0.17,1.05,262143,262143,,,99.1873433
0.05,-0.16,1.09,262143,262143,,,92.19180543
0.03,-0.17,1.08,262143,262143,,,94.90952069
-0.01,-0.17,1.08,262143,262143,,,89.16068758
0.03,-0.19,1.05,262143,262143,,,92.69816247
0.03,-0.16,1.05,262143,262143,,,96.69336787
0.03,-0.16,1.08,262143,262143,,,95.54690058
0.05,-0.19,1.04,262143,262143,,,94.31177613
0.04,-0.16,1.08,262143,262143,,,91.59275003
0.08,-0.14,1.08,262143,262143,,,96.31922168
0.03,-0.17,1.01,262143,262143,,,95.39977724
0.03,-0.15,1.06,262143,262143,,,96.81895976
0.05,-0.17,1.08,262143,262143,,,98.48029519
0.05,-0.16,1.06,262143,262143,,,99.05927981
0.08,-0.19,1.04,262143,262143,,,96.01127078
0.04,-0.16,0.98,262143,262143,,,92.21779565
0.04,-0.17,1.05,262143,262143,,,93.20241278
0.01,-0.17,1.1,262143,262143,,,97.59840162
0.06,-0.17,1.01,262143,262143,,,95.67651092
0.03,-0.19,1.04,262143,262143,,,98.45593469
0.05,-0.16,1.05,262143,262143,,,94.8209758
0.05,-0.16,1.09,262143,262143,,,99.74885818
0.04,-0.17,1.04,262143,262143,,,99.39585434
0.05,-0.16,1.06,262143,262143,,,99.95590102
0.06,-0.19,1.02,262143,262143,,,97.12402166
0.05,-0.16,1.05,262143,262143,,,95.79576483
0.06,-0.19,1.06,262143,262143,,,99.92796306
0.06,-0.17,1.08,262143,262143,,,95.07642257
0.04,-0.17,1.09,262143,262143,,,99.14324651
0,-0.17,1.06,262143,262143,,,97.30873358
0.03,-0.16,1.02,262143,262143,,,86.73096491
0.09,-0.17,1.11,262143,262143,,,99.84439051
0.05,-0.17,1.01,262143,262143,,,93.64675049
0.08,-0.19,1.08,262143,262143,,,97.2432593
0.01,-0.15,1.05,262143,262143,,,98.19320393
0.04,-0.17,1,262143,262143,,,97.05493943
0.04,-0.16,1.04,262143,262143,,,95.58586893
0.04,-0.14,1.08,262143,262143,,,95.60504864
0.03,-0.15,1.05,262143,262143,,,98.95633425
0.05,-0.16,1.1,262143,262143,,,97.36209364
0.04,-0.16,1.06,262143,262143,,,98.38879216
0.01,-0.17,1.02,262143,262143,,,94.845
0,-0.16,1.05,262143,262143,,,99.06596057
0.04,-0.17,1.08,262143,262143,,,99.3804077
0.08,-0.16,1.04,262143,262143,,,95.04482362
0.05,-0.19,1.05,262143,262143,,,99.93671961
0.08,-0.17,1.01,262143,262143,,,96.8609658
0,-0.16,1.1,262143,262143,,,94.02179022
0.04,-0.16,1.06,262143,262143,,,96.67745207
0.06,-0.17,1.06,262143,262143,,,99.66348104
0.05,-0.17,1.04,262143,262143,,,95.89162853
0.08,-0.16,1.06,262143,262143,,,92.9356063
0.01,-0.19,1.06,262143,262143,,,95.07814713
0.01,-0.17,1.06,262143,262143,,,97.059838
0.05,-0.17,1.02,262143,262143,,,94.8985172
0.04,-0.16,1.05,262143,262143,,,
0.05,-0.17,1.01,262143,262143,,,
0.06,-0.19,1.06,262143,262143,,,
0.06,-0.17,1.01,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.01,-0.16,1.05,262143,262143,,,
0.06,-0.17,1.05,262143,262143,,,
0.09,-0.19,1.02,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.03,-0.16,1.09,262143,262143,,,
0.05,-0.17,1.01,262143,262143,,,
0.08,-0.17,1.04,262143,262143,,,
0.03,-0.17,1.02,262143,262143,,,
0.01,-0.16,1.08,262143,262143,,,
0.03,-0.16,0.98,262143,262143,,,
0.03,-0.19,1.04,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.05,-0.19,1,262143,262143,,,
0.1,-0.17,1.06,262143,262143,,,
0.01,-0.19,1.05,262143,262143,,,
0.04,-0.16,1.1,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
0.03,-0.16,1.08,262143,262143,,,
0.08,-0.17,1.09,262143,262143,,,
0.08,-0.17,1.01,262143,262143,,,
0.01,-0.17,0.98,262143,262143,,,
0.06,-0.15,1.09,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.03,-0.17,1.08,262143,262143,,,
0.04,-0.19,1.12,262143,262143,,,
0.06,-0.19,1.05,262143,262143,,,
0.05,-0.17,1.09,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.05,-0.15,1.01,262143,262143,,,
0.03,-0.19,1.06,262143,262143,,,
0.05,-0.15,1.05,262143,262143,,,
0.03,-0.17,1.08,262143,262143,,,
0.06,-0.19,1.05,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.03,-0.19,1.05,262143,262143,,,
0.05,-0.16,1.08,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.03,-0.16,1.12,262143,262143,,,
0.03,-0.16,1.11,262143,262143,,,
0.08,-0.19,1.05,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.08,-0.14,1.02,262143,262143,,,
0.06,-0.15,1.08,262143,262143,,,
0.06,-0.16,1.01,262143,262143,,,
0.03,-0.17,1,262143,262143,,,
0.05,-0.15,0.98,262143,262143,,,
0.05,-0.17,1.02,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.03,-0.17,1.05,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.05,-0.19,1.02,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.03,-0.19,1.06,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.06,-0.17,1.05,262143,262143,,,
0.05,-0.17,1.1,262143,262143,,,
0.04,-0.14,1.09,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.04,-0.16,1.01,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.01,-0.19,1.08,262143,262143,,,
0.06,-0.17,1.05,262143,262143,,,
0.01,-0.19,1.05,262143,262143,,,
0.05,-0.16,1.08,262143,262143,,,
0.09,-0.16,1.02,262143,262143,,,
0.08,-0.17,1.08,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.05,-0.17,1.02,262143,262143,,,
0.05,-0.19,1.08,262143,262143,,,
0.01,-0.17,1,262143,262143,,,
0.05,-0.16,1.05,262143,262143,,,
0.05,-0.17,1,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.06,-0.17,1.04,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.03,-0.16,1.06,262143,262143,,,
0.05,-0.16,1.01,262143,262143,,,
0.01,-0.15,1.05,262143,262143,,,
0.01,-0.19,1.08,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
-0.01,-0.16,1.06,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.06,-0.17,1.09,262143,262143,,,
0.06,-0.16,1.06,262143,262143,,,
0.04,-0.17,1.09,262143,262143,,,
0.01,-0.19,1.01,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.06,-0.16,1.1,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.09,-0.19,1.08,262143,262143,,,
0.08,-0.17,1.02,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.05,-0.16,1.08,262143,262143,,,
0.06,-0.19,1.06,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
0.06,-0.17,1.06,262143,262143,,,
0.03,-0.16,1.05,262143,262143,,,
0.01,-0.19,1.01,262143,262143,,,
0.01,-0.17,1.09,262143,262143,,,
0.06,-0.19,1.08,262143,262143,,,
0,-0.17,1.04,262143,262143,,,
0.05,-0.16,1.04,262143,262143,,,
0.05,-0.15,1.08,262143,262143,,,
0.03,-0.16,1.09,262143,262143,,,
0.03,-0.15,1.04,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.06,-0.17,1.01,262143,262143,,,
0.03,-0.16,1.06,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.01,-0.17,1.09,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.04,-0.16,1.08,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.05,-0.17,1.1,262143,262143,,,
0.03,-0.19,1.02,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.05,-0.15,1.05,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.01,-0.17,1.05,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.03,-0.15,1.06,262143,262143,,,
0.01,-0.19,1.09,262143,262143,,,
0.06,-0.15,1.05,262143,262143,,,
0.06,-0.15,1.02,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.03,-0.16,1.1,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.05,-0.19,1.09,262143,262143,,,
0.03,-0.16,1.09,262143,262143,,,
0.01,-0.16,1.05,262143,262143,,,
0.05,-0.19,1.06,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.04,-0.17,1,262143,262143,,,
0.05,-0.16,1.08,262143,262143,,,
0.05,-0.16,1.01,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.05,-0.16,1.02,262143,262143,,,
0.08,-0.16,1.08,262143,262143,,,
0.04,-0.17,1.09,262143,262143,,,
0.03,-0.15,1.06,262143,262143,,,
0.06,-0.16,1.11,262143,262143,,,
0.01,-0.19,1.04,262143,262143,,,
0.03,-0.19,1.02,262143,262143,,,
0.06,-0.19,1.01,262143,262143,,,
0.03,-0.17,1,262143,262143,,,
0.01,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.06,-0.17,1.09,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.04,-0.16,1.08,262143,262143,,,
0.05,-0.17,1.09,262143,262143,,,
0.06,-0.17,1.02,262143,262143,,,
0.09,-0.19,1.06,262143,262143,,,
0.08,-0.17,1.05,262143,262143,,,
0.05,-0.19,1.04,262143,262143,,,
0.01,-0.16,1.11,262143,262143,,,
0.05,-0.16,1.12,262143,262143,,,
0.04,-0.16,1.1,262143,262143,,,
0.04,-0.19,1.11,262143,262143,,,
0.05,-0.16,1.1,262143,262143,,,
0.05,-0.19,1.08,262143,262143,,,
0.05,-0.16,1.08,262143,262143,,,
0.08,-0.16,0.99,262143,262143,,,
0.01,-0.17,1.09,262143,262143,,,
0.11,-0.17,1.09,262143,262143,,,
0.03,-0.16,1.05,262143,262143,,,
0.06,-0.17,1.05,262143,262143,,,
0.05,-0.17,1.02,262143,262143,,,
0.05,-0.17,1.02,262143,262143,,,
0.05,-0.17,1,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.06,-0.15,1.08,262143,262143,,,
0.03,-0.19,1.08,262143,262143,,,
0.04,-0.19,1.09,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.06,-0.19,1.04,262143,262143,,,
0.05,-0.17,0.98,262143,262143,,,
0.08,-0.19,1.08,262143,262143,,,
0.05,-0.19,1.04,262143,262143,,,
0.08,-0.15,1.08,262143,262143,,,
0.06,-0.17,1.06,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.06,-0.15,1.09,262143,262143,,,
0.04,-0.15,1.02,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.01,-0.16,1.08,262143,262143,,,
0.03,-0.16,1.01,262143,262143,,,
0.03,-0.17,1.11,262143,262143,,,
0.05,-0.14,1,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.05,-0.16,1.01,262143,262143,,,
0.03,-0.15,1,262143,262143,,,
0.04,-0.14,1.06,262143,262143,,,
0.03,-0.16,1.06,262143,262143,,,
0.06,-0.17,1.06,262143,262143,,,
0.04,-0.17,0.98,262143,262143,,,
0.06,-0.19,1.06,262143,262143,,,
0.06,-0.16,1.04,262143,262143,,,
0.08,-0.16,1.04,262143,262143,,,
0.01,-0.19,1.04,262143,262143,,,
0,-0.17,1.05,262143,262143,,,
0.04,-0.19,1.08,262143,262143,,,
0.05,-0.19,1.1,262143,262143,,,
0.05,-0.19,1.06,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.03,-0.16,1.06,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.08,-0.19,1.04,262143,262143,,,
0.04,-0.19,1.05,262143,262143,,,
-0.03,-0.17,1.06,262143,262143,,,
0.06,-0.17,1.02,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
-0.01,-0.16,1.08,262143,262143,,,
0.03,-0.14,1.02,262143,262143,,,
0.04,-0.16,1.01,262143,262143,,,
0.01,-0.17,1.04,262143,262143,,,
0.08,-0.17,1.08,262143,262143,,,
0.1,-0.16,1.02,262143,262143,,,
0.06,-0.17,1.09,262143,262143,,,
0.08,-0.17,1,262143,262143,,,
0.03,-0.16,1.01,262143,262143,,,
0.04,-0.19,1.09,262143,262143,,,
0.03,-0.19,1.02,262143,262143,,,
0.06,-0.16,1.05,262143,262143,,,
0.08,-0.15,1.09,262143,262143,,,
0.08,-0.19,1.02,262143,262143,,,
0.06,-0.16,1.05,262143,262143,,,
0.08,-0.17,1.01,262143,262143,,,
0.03,-0.19,1.04,262143,262143,,,
0.04,-0.15,1.02,262143,262143,,,
0.01,-0.16,0.98,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.06,-0.17,1.02,262143,262143,,,
0.05,-0.15,1.09,262143,262143,,,
0.05,-0.17,1.11,262143,262143,,,
0.05,-0.17,0.96,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.05,-0.16,1.02,262143,262143,,,
0.06,-0.19,1.08,262143,262143,,,
0.04,-0.19,1.01,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.06,-0.16,1.08,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.01,-0.17,1.08,262143,262143,,,
0.05,-0.15,1.1,262143,262143,,,
0.01,-0.16,1.05,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.04,-0.19,1.02,262143,262143,,,
0.04,-0.16,1.09,262143,262143,,,
0.03,-0.17,1.02,262143,262143,,,
0.06,-0.16,1.04,262143,262143,,,
0.05,-0.19,1.02,262143,262143,,,
0.06,-0.17,1.08,262143,262143,,,
0.04,-0.19,1.02,262143,262143,,,
0.06,-0.17,1.09,262143,262143,,,
0.08,-0.19,1.05,262143,262143,,,
0.08,-0.19,1.08,262143,262143,,,
0.04,-0.19,1.04,262143,262143,,,
0.05,-0.17,0.99,262143,262143,,,
0.06,-0.16,1.04,262143,262143,,,
0.05,-0.19,1.01,262143,262143,,,
0.05,-0.19,1.04,262143,262143,,,
0.04,-0.17,1,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.04,-0.16,1.06,262143,262143,,,
0.03,-0.17,1.01,262143,262143,,,
0.04,-0.19,1.06,262143,262143,,,
0.05,-0.17,1.09,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.01,-0.19,1,262143,262143,,,
0.06,-0.17,1.12,262143,262143,,,
0.04,-0.19,1.02,262143,262143,,,
0.03,-0.19,1.09,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0,-0.19,1.08,262143,262143,,,
0.05,-0.17,1.02,262143,262143,,,
0.06,-0.17,1.08,262143,262143,,,
0.06,-0.17,1.1,262143,262143,,,
0.03,-0.19,1.05,262143,262143,,,
0.04,-0.19,1,262143,262143,,,
0.04,-0.16,0.98,262143,262143,,,
0.01,-0.17,1.05,262143,262143,,,
0.08,-0.17,1.11,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.08,-0.17,1.05,262143,262143,,,
0.06,-0.19,1.05,262143,262143,,,
0.06,-0.19,1.08,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.04,-0.19,1.05,262143,262143,,,
0.04,-0.19,0.99,262143,262143,,,
0.05,-0.15,1.05,262143,262143,,,
0.08,-0.17,1.04,262143,262143,,,
0.03,-0.19,1.01,262143,262143,,,
0.03,-0.15,1.05,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.08,-0.19,1.06,262143,262143,,,
0.05,-0.19,1.06,262143,262143,,,
0.05,-0.19,1.02,262143,262143,,,
0.04,-0.16,1.01,262143,262143,,,
0.06,-0.17,1.08,262143,262143,,,
0.04,-0.14,1.08,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.09,-0.17,1.08,262143,262143,,,
0.04,-0.17,1,262143,262143,,,
0.06,-0.15,1.06,262143,262143,,,
0.04,-0.16,1.09,262143,262143,,,
0.03,-0.16,1.04,262143,262143,,,
0.01,-0.16,1.04,262143,262143,,,
0.05,-0.19,1.08,262143,262143,,,
0.08,-0.17,1.05,262143,262143,,,
0.04,-0.16,1.01,262143,262143,,,
0.04,-0.19,1.1,262143,262143,,,
0.03,-0.19,1.02,262143,262143,,,
0.06,-0.19,1.05,262143,262143,,,
0,-0.17,1.09,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.03,-0.16,1.06,262143,262143,,,
0.06,-0.15,1.04,262143,262143,,,
0.04,-0.19,1.08,262143,262143,,,
0.03,-0.17,1,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.03,-0.15,1.04,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.03,-0.19,1.08,262143,262143,,,
0.03,-0.15,1.04,262143,262143,,,
0.08,-0.19,1.04,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.03,-0.16,1.05,262143,262143,,,
0.06,-0.16,1.04,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.06,-0.17,1.04,262143,262143,,,
0.11,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.05,-0.19,1.05,262143,262143,,,
0.05,-0.16,1.05,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.01,-0.17,1.01,262143,262143,,,
0.05,-0.17,1.02,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.03,-0.17,1.01,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.06,-0.16,1.04,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.06,-0.14,1.08,262143,262143,,,
0.03,-0.15,1.05,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.06,-0.17,1.06,262143,262143,,,
0.09,-0.17,1.05,262143,262143,,,
0.04,-0.16,1.08,262143,262143,,,
0.04,-0.17,1.01,262143,262143,,,
0.04,-0.19,1.02,262143,262143,,,
0.03,-0.15,1.05,262143,262143,,,
0.06,-0.17,1.09,262143,262143,,,
0.03,-0.19,1.01,262143,262143,,,
0.03,-0.15,1.08,262143,262143,,,
0.05,-0.16,1.02,262143,262143,,,
0.08,-0.17,1.02,262143,262143,,,
0.06,-0.19,1.06,262143,262143,,,
0.05,-0.17,1.04,262143,262143,,,
0.09,-0.17,1.06,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.05,-0.15,1.08,262143,262143,,,
0.05,-0.17,1.06,262143,262143,,,
0.06,-0.16,1.09,262143,262143,,,
0.05,-0.16,1.01,262143,262143,,,
0.05,-0.19,1.09,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.05,-0.17,1.05,262143,262143,,,
0.08,-0.19,1.11,262143,262143,,,
0.03,-0.16,1.05,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
0.05,-0.19,1.06,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.04,-0.19,1.08,262143,262143,,,
0.08,-0.19,1.02,262143,262143,,,
0.04,-0.16,1.08,262143,262143,,,
0.03,-0.15,1.04,262143,262143,,,
0.04,-0.17,1.08,262143,262143,,,
0.05,-0.16,1.04,262143,262143,,,
0.05,-0.16,1.06,262143,262143,,,
0.05,-0.19,1.08,262143,262143,,,
0.03,-0.17,1.08,262143,262143,,,
0.05,-0.17,1,262143,262143,,,
0.05,-0.19,1.08,262143,262143,,,
0.08,-0.15,1.01,262143,262143,,,
0.04,-0.17,1.06,262143,262143,,,
0.09,-0.15,1.08,262143,262143,,,
0.09,-0.17,1.1,262143,262143,,,
0.05,-0.15,1.06,262143,262143,,,
0.03,-0.15,1.09,262143,262143,,,
0.05,-0.15,1.04,262143,262143,,,
0.06,-0.16,1.06,262143,262143,,,
0.06,-0.19,1.02,262143,262143,,,
0.01,-0.17,1.06,262143,262143,,,
0.05,-0.16,1.09,262143,262143,,,
0.04,-0.16,1.02,262143,262143,,,
0.03,-0.19,1.08,262143,262143,,,
0.05,-0.16,1.05,262143,262143,,,
0.05,-0.17,1.08,262143,262143,,,
0.01,-0.16,1.1,262143,262143,,,
0.04,-0.16,1.09,262143,262143,,,
0.04,-0.16,1.05,262143,262143,,,
0.03,-0.19,1,262143,262143,,,
0.03,-0.16,1.05,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.04,-0.15,1.06,262143,262143,,,
0.03,-0.17,1.06,262143,262143,,,
0.03,-0.17,1.04,262143,262143,,,
0.05,-0.16,1.04,262143,262143,,,
0.04,-0.16,1.01,262143,262143,,,
0.03,-0.16,1.02,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.04,-0.17,1.04,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0.01,-0.17,1.01,262143,262143,,,
0.03,-0.16,1.08,262143,262143,,,
0.04,-0.17,1.05,262143,262143,,,
0.04,-0.19,0.96,262143,262143,,,
0.04,-0.16,1.09,262143,262143,,,
0.04,-0.19,1.05,262143,262143,,,
0.03,-0.19,1.01,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.04,-0.16,1.04,262143,262143,,,
0.06,-0.19,1.08,262143,262143,,,
0.04,-0.17,1.01,262143,262143,,,
0.06,-0.19,1.04,262143,262143,,,
0.06,-0.17,1.08,262143,262143,,,
0.04,-0.17,1.02,262143,262143,,,
0,-0.16,1.06,262143,262143,,,
0.05,-0.19,1.08,262143,262143,,,
